Species,SpeciesAnal,Site,TwigCodeNoPatrol,TwigArea_sum_A,TwigArea_sum_B,TwigArea_sum_C,TwigArea_sum_D,TwigHerbProp_A,TwigHerbProp_B,TwigHerbProp_C,TwigHerbProp_D,TwigHerbivory_sum_A,TwigHerbivory_sum_B,TwigHerbivory_sum_C,TwigHerbivory_sum_D
SP8,Betula_maximowicziana,TOM,TOM_Betula_maximowicziana_4CN1_Red,58.70748,73.86733,42.31074,69.3215,0,0.098846946,0,0.039049934,0,7.30156,0,2.707
SP8,Betula_maximowicziana,TOM,TOM_Betula_maximowicziana_5CN1_Red,19.03382,59.29291,47.993,57.0985,0,0.078449008,0,0.042435441,0,4.65147,0,2.423
SP8,Betula_maximowicziana,TOM,TOM_Betula_maximowicziana_1CN1_White,8.66748,35.11913,42.33268,33.6365,0,0.140731561,0,0.103756336,0,4.94237,0,3.49
SP8,Betula_maximowicziana,TOM,TOM_Betula_maximowicziana_2CN1_White,25.26763,35.45651,24.98057,33.9755,0,0.089045707,0,0.04938853,0,3.15725,0,1.678
SP8,Betula_maximowicziana,TOM,TOM_Betula_maximowicziana_3CN1_White,28.43124,35.55091,27.33368,33.357,0,0.130080215,0,0.066822556,0,4.62447,0,2.229
SP8,Betula_maximowicziana,TOM,TOM_Betula_maximowicziana_4CN1_White,56.7678,63.24433,43.43674,58.805,0,0.092592016,0,0.022396055,0,5.85592,0,1.317
SP8,Betula_maximowicziana,TOM,TOM_Betula_maximowicziana_5CN1_White,40.04357,42.36631,21.8952,44.7165,0,0.099498163,0,0.14633300900000001,0,4.21537,0,6.5435
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_1CN1_Blue,77.9991,104.28142,147.97961,101.416,0,0.028105103,7.79e-4,6.41e-4,0,2.93084,0.11532,0.065
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_2CN1_Blue,385.30502,445.39851,218.89284,444.071,0,0.009517948,0,0.006584533,0,4.23928,0,2.924
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_3CN1_Blue,163.87726,250.9276,178.09217,251.1195,0,0.024063196,0,0.024534136,0,6.03812,0,6.161
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_4CN1_Blue,57.31341,230.93661,111.09735,257.1995,0,0.0463703,0,0.143728895,0,10.7086,0,36.967
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_5CN1_Blue,235.99363,252.49651,169.92881,251.206,0,0.029940255,0,0.024525688,0,7.55981,0,6.161
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_1CN1_Red,148.51384,196.50051,120.39592,195.161,0,0.272244382,0,0.267594448,0,53.49616,0,52.224
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_2CN1_Red,311.82869,368.27433,443.44606,403.9645,0,0.015644207,0,0.102432268,0,5.76136,0,41.379
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_3CN1_Red,20.42525,NA,61.02011,NA,0,NA,0,NA,0,NA,0,NA
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_4CN1_Red,165.98152,35.40692,123.62333,32.4795,0,0.089362475,0,0.005141705,0,3.16405,0,0.167
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_5CN1_Red,163.75174,243.44533,209.75033,238.995,0,0.058941529,0,0.041051068,0,14.34904,0,9.811
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_1CN1_White,93.46125,120.626,42.68695,120.595,0,0.23859939,0.004196364,0.237331564,0,28.78129,0.17913,28.621
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_2CN1_White,346.20927,552.64724,408.97184,546.602,0,0.016113154,7.18e-5,0.005353072,0,8.90489,0.02938,2.926
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_3CN1_White,223.915,294.07733,170.03108,289.529,0,0.021677904,0,0.006310249,0,6.37498,0,1.827
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_4CN1_White,219.31978,326.64491,230.85211,325.099,0,0.017298142,0,0.012454668,0,5.65035,0,4.049
SP3,Carpinus_cordata,TOM,TOM_Carpinus_cordata_5CN1_White,204.82018,295.64624,211.52392,289.622,0,0.026595603,0,0.006308222,0,7.86289,0,1.827
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_1CN1_Blue,62.77723,71.92695,109.91181,69.2635,9.67e-4,0.12178203,0,0.015094097,0.06073,8.75941,0,1.04547
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_2CN1_Blue,97.88351,87.42513,99.11147,92.7625,0,0.04916321,0,0.006791538,0,4.2981,0,0.63
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_3CN1_Blue,47.52567,67.40833,42.89375,62.9445,0,0.190302593,9.27e-4,0.133736863,0,12.82798,0.03976,8.418
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_4CN1_Blue,70.11447,104.94855,71.19061,96.541,0,0.111147796,0,0.033881978,0,11.6648,0,3.271
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_5CN1_Blue,67.69853,122.31324,73.3432,128.107,0,0.0500882,0,3.12e-5,0,6.12645,0,0.004
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_1CN1_Red,70.43175,116.54573,54.4104,111.249,0,0.069161521,0,0.024988989,0,8.06048,0,2.78
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_2CN1_Red,48.19991,81.80722,59.14646,86.814,0,0.089471076,0,0.049006727,0,7.31938,0,4.25447
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_3CN1_Red,85.5914,77.72474,54.78016,88.8335,0,0.079572991,0,1.46e-4,0,6.18479,0,0.013
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_4CN1_Red,57.11517,69.51095,36.93879,69.887,0,0.097922558,0,0.002138738,0,6.80669,0,0.14947
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_5CN1_Red,38.46242,82.51415,73.9452,74.8365,0,0.092746759,0,8.28e-4,0,7.65292,0,0.062
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_1CN1_White,91.09851,107.81504,54.25075,113.84,0,0.060703405,0,0.011731114,0,6.54474,0,1.33547
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_2CN1_White,83.34237,125.29646,67.23795,115.309,0,0.09634502,0,0.018437416,0,12.07169,0,2.126
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_3CN1_White,39.88478,84.00797,75.55727,73.2425,0,0.136398725,0,0.008683483,0,11.45858,0,0.636
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_4CN1_White,62.17443,77.61204,75.98377,79.6535,0,0.161033907,0,0.07941233,0,12.49817,0,6.32547
SP7,Fraxinus_lanuginosa,TOM,TOM_Fraxinus_lanuginosa_5CN1_White,82.37261,50.58515,42.5289,42.8965,0,0.1529437,0,0.001375404,0,7.73668,0,0.059
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_1CN1_Blue,323.95151,415.06051,428.21076,413.721,0,0.019300463,2.08e-4,0.016175152,0,8.01086,0.08908,6.692
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_2CN1_Blue,479.4339,531.56615,398.84194,523.9755,0,0.018567172,0,0.004183402,0,9.86968,0,2.192
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_3CN1_Blue,272.37958,529.88874,374.18976,523.9135,0,0.01519485,0,0.004183897,0,8.05158,0,2.192
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_4CN1_Blue,252.90648,325.5326,322.88409,392.472,0,0.012935571,0,0.181279174,0,4.21095,0,71.147
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_5CN1_Blue,466.01386,563.94147,486.19106,553.22,0,0.020134341,0,0.001021294,0,11.35459,0,0.565
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_1CN1_Red,106.42756,217.15341,215.95232,290.0305,0,0.023326505,0,0.268411426,0,5.06543,0,77.8475
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_2CN1_Red,287.64785,585.79133,480.76575,581.385,0,0.009864571,0,0.002124238,0,5.77858,0,1.235
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_3CN1_Red,450.79631,587.28954,470.66383,581.216,0,0.012245101,2.58e-4,0.002124855,0,7.19142,0.12149,1.235
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_4CN1_Red,338.51751,427.95771,195.79809,426.404,0,0.042163512,0,0.038721494,0,18.0442,0,16.511
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_5CN1_Red,161.12626,535.23363,385.27248,531.05,0,0.040978834,0,0.033301949,0,21.93325,0,17.685
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_1CN1_White,357.48276,407.43334,218.48297,401.6575,0,0.014549128,0,4.63e-4,0,5.9278,0,0.186
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_2CN1_White,263.65991,258.61033,175.16744,312.1715,0,0.061770928,0,0.222637236,0,15.9746,0,69.501
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_3CN1_White,323.48339,258.97673,237.00095,312.1065,0,0.063359708,0,0.222643553,0,16.40869,0,69.4885
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_4CN1_White,197.38529,301.01891,346.75889,299.257,0,0.031449818,0,0.025125561,0,9.46699,0,7.519
SP1,Magnolia_kobus,TOM,TOM_Magnolia_kobus_5CN1_White,476.01693,384.23244,220.19803,378.2725,0,0.016895372,0,8.43e-4,0,6.49175,0,0.319
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_1CN1_Blue,101.08865,265.30974,207.61538,259.352,0,0.024741082,0,0.002109103,0,6.56405,0,0.547
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_2CN1_Blue,221.88408,236.05151,131.84986,234.6335,0,0.022951177,0,0.017137365,0,5.41766,0,4.021
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_3CN1_Blue,212.4893,348.11342,124.63639,345.2045,0,0.013524155,0,0.004904339,0,4.70794,0,1.693
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_4CN1_Blue,95.8031,232.87533,147.96232,249.058,0,0.025316722,0,0.088684162,0,5.89564,0,22.0875
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_5CN1_Blue,202.3561,302.67042,224.5856,332.31,0,0.079731478,0,0.161758599,0,24.13236,0,53.754
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_1CN1_Red,144.54387,171.53515,146.40032,178.806,0,0.044536178,0,0.083375278,0,7.63952,0,14.908
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_2CN1_Red,72.50986,188.65051,204.00599,187.312,0,0.026313844,0,0.01897903,0,4.96412,0,3.555
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_3CN1_Red,230.0919,307.50631,326.88031,306.1225,0,0.024670388,0,0.02014553,0,7.5863,0,6.167
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_4CN1_Red,126.0546,NA,133.16388,NA,0.003933692,NA,0.001350516,NA,0.49586,NA,0.17984,NA
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_5CN1_Red,243.00723,269.20492,290.14362,287.809,0,0.02602757,0,0.088662967,0,7.00675,0,25.518
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_1CN1_White,223.45828,187.80683,169.7464,262.3675,0,0.02409119,0,0.301415,0,4.52449,0,79.0815
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_2CN1_White,216.90616,262.60251,176.18085,261.28,0,0.027464284,0,0.022795468,0,7.21219,0,5.956
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_3CN1_White,301.04237,320.10571,348.61052,403.331,0,0.034002892,0,0.233385234,0,10.88452,0,94.1315
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_4CN1_White,142.65043,242.6406,126.8382,266.979,0,0.010792959,0,0.100610909,0,2.61881,0,26.861
SP5,Prunus_ssiori,TOM,TOM_Prunus_ssiori_5CN1_White,162.27862,248.55342,162.65667,273.7025,0,0.025655612,0,0.115263836,0,6.37679,0,31.548
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_1CN1_Blue,113.44635,141.39624,142.88958,150.337,0,0.047958701,0,0.104621617,0,6.78118,0,15.7285
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_2CN1_Blue,91.54176,159.3856,87.65508,159.555,0,0.062102536,0,0.063539218,0,9.89825,0,10.138
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_3CN1_Blue,153.65775,160.95451,180.98143,159.6445,0,0.071970832,0,0.063503597,0,11.58403,0,10.138
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_4CN1_Blue,61.34327,158.51442,161.71331,155.63,0,0.087305117,0,0.069845146,0,13.83912,0,10.87
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_5CN1_Blue,81.73859,NA,42.38411,NA,0,NA,0,NA,0,NA,0,NA
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_1CN1_Red,106.20453,145.99642,148.88406,143.0765,0,0.029043726,0,0.008834435,0,4.24028,0,1.264
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_2CN1_Red,232.73772,197.69101,146.31058,196.2645,0,0.060775652,4.94e-5,0.053382043,0,12.0148,0.00723,10.477
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_3CN1_Red,76.53995,203.59525,100.64181,196.14,0,0.088061092,0,0.053415927,0,17.92882,0,10.477
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_4CN1_Red,136.65557,162.63624,57.18153,171.3545,0,0.048046303,0,0.096093187,0,7.81407,0,16.466
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_5CN1_Red,94.81069,141.27615,178.51053,133.662,0,0.061028418,0,0.007077554,0,8.62186,0,0.946
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_1CN1_White,140.0601,190.80524,64.67348,184.7615,0,0.034060333,0,0.002814439,0,6.49889,0,0.52
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_2CN1_White,89.00713,192.37415,168.89652,184.748,0,0.04259642,0,0.002814645,0,8.19445,0,0.52
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_3CN1_White,167.13452,152.96833,110.25198,159.648,0,0.034174721,0,0.07441371,0,5.22765,0,11.88
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_4CN1_White,104.20529,80.52624,78.00676,74.4685,0,0.084696988,0,0.010648798,0,6.82033,0,0.793
SP2,Syringa_reticulata,TOM,TOM_Syringa_reticulata_5CN1_White,84.3263,206.94324,31.26061,200.898,0,0.056298481,0,0.027999283,0,11.65059,0,5.625
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_1CN1_Blue,NA,NA,297.60191,462.53319,NA,NA,0.052094726,0.011025825,NA,NA,15.50349,5.09981
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_2CN1_Blue,NA,NA,213.62132,310.85158,NA,NA,0.069325758,0.006834194,NA,NA,14.80946,2.12442
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_3CN1_Blue,NA,NA,440.76658,375.16655,NA,NA,0.067746516,0.021007337,NA,NA,29.8604,7.88125
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_4CN1_Blue,NA,NA,796.65683,339.54392,NA,NA,0.049517406,0.005004007,NA,NA,39.44838,1.69908
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_5CN1_Blue,NA,NA,471.78126,525.42601,NA,NA,0.062895885,0.010456258,NA,NA,29.6731,5.49399
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_1CN1_Red,NA,NA,847.22547,618.31602,NA,NA,0.061708402,0.007248688,NA,NA,52.28093,4.48198
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_2CN1_Red,NA,NA,281.9775,398.88233,NA,NA,0.078231774,0.011235569,NA,NA,22.0596,4.48167
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_3CN1_Red,NA,NA,445.85528,576.45682,NA,NA,0.039940269,0.005121251,NA,NA,17.80758,2.95218
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_4CN1_Red,NA,NA,585.23785,760.06108,NA,NA,0.060654416,0.007130901,NA,NA,35.49726,5.41992
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_5CN1_Red,NA,NA,396.26611,173.19455,NA,NA,0.053414207,0.021446691,NA,NA,21.16624,3.71445
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_1CN1_White,NA,NA,384.44325,355.46523,NA,NA,0.061883698,0.016526989,NA,NA,23.79077,5.87477
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_2CN1_White,NA,NA,226.57333,NA,NA,NA,0.045324222,NA,NA,NA,10.26926,NA
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_3CN1_White,NA,NA,633.79948,501.65239,NA,NA,0.042314061,0.005624632,NA,NA,26.81863,2.82161
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_4CN1_White,NA,NA,291.93769,482.27073,NA,NA,0.036772504,0.004647327,NA,NA,10.73528,2.24127
SP4,Baccaurea_ramiflora,BUB,BUB_Baccaurea_ramiflora_5CN1_White,NA,NA,202.19599,276.49615,NA,NA,0.03958491,0.021785656,NA,NA,8.00391,6.02365
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_1CN1_Blue,NA,NA,243.63638,413.68774,NA,NA,0.056814093,0.015937286,NA,NA,13.84198,6.59306
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_2CN1_Blue,NA,NA,921.31325,754.66016,NA,NA,0.059239558,0.006976438,NA,NA,54.57819,5.26484
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_3CN1_Blue,NA,NA,706.06225,459.14009,NA,NA,0.070996403,0.004079169,NA,NA,50.12788,1.87291
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_4CN1_Blue,NA,NA,610.61932,648.42441,NA,NA,0.068466062,0.002701302,NA,NA,41.8067,1.75159
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_5CN1_Blue,NA,NA,526.23518,491.25467,NA,NA,0.048406817,0.034211034,NA,NA,25.47337,16.80633
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_1CN1_Red,NA,NA,741.25728,313.03071,NA,NA,0.047509267,0.007479426,NA,NA,35.21659,2.34129
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_2CN1_Red,NA,NA,807.93034,1040.19544,NA,NA,0.033103188,0.009543947,NA,NA,26.74507,9.92757
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_3CN1_Red,NA,NA,282.02269,243.13116,NA,NA,0.076681596,0.002216252,NA,NA,21.62595,0.53884
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_4CN1_Red,NA,NA,838.36619,584.44046,NA,NA,0.038114109,0.032746775,NA,NA,31.95358,19.13854
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_5CN1_Red,NA,NA,510.94652,1026.87557,NA,NA,0.051691163,0.017854578,NA,NA,26.41142,18.33443
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_1CN1_White,NA,NA,662.508,805.86403,NA,NA,0.062158857,0.004738976,NA,NA,41.18074,3.81897
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_2CN1_White,NA,NA,797.91079,618.73967,NA,NA,0.075954519,0.006562259,NA,NA,60.60493,4.06033
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_3CN1_White,NA,NA,948.42454,1105.22554,NA,NA,0.050119897,0.016580742,NA,NA,47.53494,18.32546
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_4CN1_White,NA,NA,489.56073,603.17308,NA,NA,0.036319927,0.005780961,NA,NA,17.78081,3.48692
SP2,Cleidion_brevipetiolatum,BUB,BUB_Cleidion_brevipetiolatum_5CN1_White,NA,NA,1244.67814,538.9145,NA,NA,0.048130097,0.005704987,NA,NA,59.90648,3.0745
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_1CN1_Blue,NA,NA,117.94385,168.11196,NA,NA,0.059967179,0.019201727,NA,NA,7.07276,3.22804
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_2CN1_Blue,NA,NA,166.77636,226.10516,NA,NA,0.055650453,0.013232869,NA,NA,9.28118,2.99202
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_3CN1_Blue,NA,NA,299.90255,NA,NA,NA,0.06630077,NA,NA,NA,19.88377,NA
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_4CN1_Blue,NA,NA,213.94374,216.44463,NA,NA,0.042056991,0.016075104,NA,NA,8.99783,3.47937
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_5CN1_Blue,NA,NA,260.17911,341.88074,NA,NA,0.059427446,0.033292487,NA,NA,15.46178,11.38206
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_1CN1_Red,NA,NA,43.6907,56.50601,NA,NA,0.054607731,0.017803239,NA,NA,2.38585,1.00599
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_2CN1_Red,NA,NA,499.90146,356.59673,NA,NA,0.066873559,0.035067259,NA,NA,33.43019,12.50487
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_3CN1_Red,NA,NA,266.07198,421.83422,NA,NA,0.065149476,0.024110372,NA,NA,17.33445,10.17058
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_4CN1_Red,NA,NA,643.02778,674.49188,NA,NA,0.0480564,0.014289453,NA,NA,30.9016,9.63812
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_5CN1_Red,NA,NA,362.41906,291.42256,NA,NA,0.06742711,0.016486164,NA,NA,24.43687,4.80444
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_1CN1_White,NA,NA,74.83461,NA,NA,NA,0.033568425,NA,NA,NA,2.51208,NA
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_2CN1_White,NA,NA,427.67145,432.55265,NA,NA,0.067689905,0.018663971,NA,NA,28.94904,8.07315
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_3CN1_White,NA,NA,360.01828,433.29458,NA,NA,0.049948519,0.012380538,NA,NA,17.98238,5.36442
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_4CN1_White,NA,NA,588.698,469.65307,NA,NA,0.051566983,0.009504739,NA,NA,30.35738,4.46393
SP1,Diospyros_kaki,BUB,BUB_Diospyros_kaki_5CN1_White,NA,NA,206.47504,150.78919,NA,NA,0.056729811,0.020676615,NA,NA,11.71329,3.11781
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_1CN1_Blue,NA,NA,492.99123,312.12565,NA,NA,0.052662762,0.009590208,NA,NA,25.96228,2.99335
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_2CN1_Blue,NA,NA,240.74457,368.55869,NA,NA,0.040489678,0.014847866,NA,NA,9.74767,5.47231
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_3CN1_Blue,NA,NA,348.55193,256.41792,NA,NA,0.061297982,0.025539869,NA,NA,21.36553,6.54888
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_4CN1_Blue,NA,NA,368.3906,427.08296,NA,NA,0.055034846,0.010773176,NA,NA,20.27432,4.60104
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_5CN1_Blue,NA,NA,316.40533,393.68064,NA,NA,0.062093044,0.019963288,NA,NA,19.64657,7.85916
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_1CN1_Red,NA,NA,227.28957,419.42174,NA,NA,0.044697564,0.008106828,NA,NA,10.15929,3.40018
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_2CN1_Red,NA,NA,184.34663,196.08877,NA,NA,0.071452784,0.025626302,NA,NA,13.17208,5.02503
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_3CN1_Red,NA,NA,442.8481,457.41475,NA,NA,0.06841601,0.014636716,NA,NA,30.2979,6.69505
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_4CN1_Red,NA,NA,339.51799,299.24717,NA,NA,0.067147517,0.012256858,NA,NA,22.79779,3.66783
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_5CN1_Red,NA,NA,318.80432,104.56298,NA,NA,0.084313883,0.045368064,NA,NA,26.87963,4.74382
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_1CN1_White,NA,NA,550.14106,461.0463,NA,NA,0.047792379,0.012043042,NA,NA,26.29255,5.5524
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_2CN1_White,NA,NA,325.92222,145.74412,NA,NA,0.066339785,0.011464339,NA,NA,21.62161,1.67086
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_3CN1_White,NA,NA,274.07525,297.80025,NA,NA,0.069390797,0.011671414,NA,NA,19.0183,3.47575
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_4CN1_White,NA,NA,211.59247,191.31902,NA,NA,0.061362581,0.048262739,NA,NA,12.98386,9.23358
SP5,Garcinia_cowa,BUB,BUB_Garcinia_cowa_5CN1_White,NA,NA,194.22646,306.72786,NA,NA,0.057742441,0.010537484,NA,NA,11.21511,3.23214
SP3,Orophea_laui,BUB,BUB_Orophea_laui_1CN1_Blue,NA,NA,219.00896,295.66082,NA,NA,0.065850776,0.012474362,NA,NA,14.42191,3.68818
SP3,Orophea_laui,BUB,BUB_Orophea_laui_2CN1_Blue,NA,NA,348.36205,353.07905,NA,NA,0.055828842,0.020502349,NA,NA,19.44865,7.23895
SP3,Orophea_laui,BUB,BUB_Orophea_laui_3CN1_Blue,NA,NA,409.21338,282.10516,NA,NA,0.069626707,0.030168324,NA,NA,28.49218,8.51064
SP3,Orophea_laui,BUB,BUB_Orophea_laui_4CN1_Blue,NA,NA,359.37548,419.59757,NA,NA,0.055032859,0.010148843,NA,NA,19.77746,4.25843
SP3,Orophea_laui,BUB,BUB_Orophea_laui_5CN1_Blue,NA,NA,432.48012,258.59721,NA,NA,0.059503082,0.01301557,NA,NA,25.7339,3.36579
SP3,Orophea_laui,BUB,BUB_Orophea_laui_1CN1_Red,NA,NA,278.03124,237.67169,NA,NA,0.061682205,0.013469463,NA,NA,17.14958,3.20131
SP3,Orophea_laui,BUB,BUB_Orophea_laui_2CN1_Red,NA,NA,412.86458,358.66843,NA,NA,0.070974749,0.033273545,NA,NA,29.30296,11.93417
SP3,Orophea_laui,BUB,BUB_Orophea_laui_3CN1_Red,NA,NA,209.67095,584.71691,NA,NA,0.066613758,0.009697154,NA,NA,13.96697,5.67009
