Site,Patrol,Experiment,SpeciesAnal,Species,Twig,TwigCodeUnique,TwigArea_sum,TwigHerbivory_sum,HerbProp,Treatment,TwigCodeNoPatrol
LAK,D,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_3CN2_D_Red,216.78917,11.21575,0.051735749,3CN2,LAK_Ulmus_glabra_3CN2_Red
LAK,D,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_4CN2_D_Red,262.00237,14.18748,0.054150197,4CN2,LAK_Ulmus_glabra_4CN2_Red
LAK,D,4MO,Ulmus_glabra,SP7,Red,Ulmus_glabra_5CN2_D_Red,153.70037,10.10359,0.065735626,5CN2,LAK_Ulmus_glabra_5CN2_Red
LAK,D,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_1CN2_D_White,244.85396,13.93623,0.056916498,1CN2,LAK_Ulmus_glabra_1CN2_White
LAK,D,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_2CN2_D_White,254.01669,9.42137,0.037089571,2CN2,LAK_Ulmus_glabra_2CN2_White
LAK,D,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_3CN2_D_White,243.31246,14.25761,0.058597944,3CN2,LAK_Ulmus_glabra_3CN2_White
LAK,D,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_4CN2_D_White,275.89144,18.23033,0.066077911,4CN2,LAK_Ulmus_glabra_4CN2_White
LAK,D,4MO,Ulmus_glabra,SP7,White,Ulmus_glabra_5CN2_D_White,216.37519,13.11237,0.060600155,5CN2,LAK_Ulmus_glabra_5CN2_White
TOM,A,4MO,Acer_mono,SP4,Blue,Acer_mono_1CN2_A_Blue,44.6464,0,0,1CN2,TOM_Acer_mono_1CN2_Blue
TOM,A,4MO,Acer_mono,SP4,Blue,Acer_mono_2CN2_A_Blue,49.7296,0,0,2CN2,TOM_Acer_mono_2CN2_Blue
TOM,A,4MO,Acer_mono,SP4,Blue,Acer_mono_3CN2_A_Blue,60.4793,0,0,3CN2,TOM_Acer_mono_3CN2_Blue
TOM,A,4MO,Acer_mono,SP4,Blue,Acer_mono_4CN2_A_Blue,76.5838,0,0,4CN2,TOM_Acer_mono_4CN2_Blue
TOM,A,4MO,Acer_mono,SP4,Blue,Acer_mono_5CN2_A_Blue,102.6804,0,0,5CN2,TOM_Acer_mono_5CN2_Blue
TOM,A,4MO,Acer_mono,SP4,Red,Acer_mono_1CN2_A_Red,62.07,0,0,1CN2,TOM_Acer_mono_1CN2_Red
TOM,A,4MO,Acer_mono,SP4,Red,Acer_mono_2CN2_A_Red,38.9294,0,0,2CN2,TOM_Acer_mono_2CN2_Red
TOM,A,4MO,Acer_mono,SP4,Red,Acer_mono_3CN2_A_Red,104.403,0,0,3CN2,TOM_Acer_mono_3CN2_Red
TOM,A,4MO,Acer_mono,SP4,Red,Acer_mono_4CN2_A_Red,136.5196,0,0,4CN2,TOM_Acer_mono_4CN2_Red
TOM,A,4MO,Acer_mono,SP4,Red,Acer_mono_5CN2_A_Red,95.5804,0,0,5CN2,TOM_Acer_mono_5CN2_Red
TOM,A,4MO,Acer_mono,SP4,White,Acer_mono_1CN2_A_White,46.5188,0,0,1CN2,TOM_Acer_mono_1CN2_White
TOM,A,4MO,Acer_mono,SP4,White,Acer_mono_2CN2_A_White,59.5873,0,0,2CN2,TOM_Acer_mono_2CN2_White
TOM,A,4MO,Acer_mono,SP4,White,Acer_mono_3CN2_A_White,84.3052,0,0,3CN2,TOM_Acer_mono_3CN2_White
TOM,A,4MO,Acer_mono,SP4,White,Acer_mono_4CN2_A_White,68.7508,0,0,4CN2,TOM_Acer_mono_4CN2_White
TOM,A,4MO,Acer_mono,SP4,White,Acer_mono_5CN2_A_White,71.5718,0,0,5CN2,TOM_Acer_mono_5CN2_White
TOM,A,4MO,Acer_palmatum,SP6,Blue,Acer_palmatum_1CN2_A_Blue,33.1634,0,0,1CN2,TOM_Acer_palmatum_1CN2_Blue
TOM,A,4MO,Acer_palmatum,SP6,Blue,Acer_palmatum_2CN2_A_Blue,26.9416,0,0,2CN2,TOM_Acer_palmatum_2CN2_Blue
TOM,A,4MO,Acer_palmatum,SP6,Blue,Acer_palmatum_3CN2_A_Blue,36.6264,0,0,3CN2,TOM_Acer_palmatum_3CN2_Blue
TOM,A,4MO,Acer_palmatum,SP6,Blue,Acer_palmatum_4CN2_A_Blue,37.7542,0,0,4CN2,TOM_Acer_palmatum_4CN2_Blue
TOM,A,4MO,Acer_palmatum,SP6,Blue,Acer_palmatum_5CN2_A_Blue,34.7146,0,0,5CN2,TOM_Acer_palmatum_5CN2_Blue
TOM,A,4MO,Acer_palmatum,SP6,Red,Acer_palmatum_1CN2_A_Red,34.0574,0,0,1CN2,TOM_Acer_palmatum_1CN2_Red
TOM,A,4MO,Acer_palmatum,SP6,Red,Acer_palmatum_2CN2_A_Red,27.0728,0,0,2CN2,TOM_Acer_palmatum_2CN2_Red
TOM,A,4MO,Acer_palmatum,SP6,Red,Acer_palmatum_3CN2_A_Red,34.5178,0,0,3CN2,TOM_Acer_palmatum_3CN2_Red
TOM,A,4MO,Acer_palmatum,SP6,Red,Acer_palmatum_4CN2_A_Red,35.4202,0,0,4CN2,TOM_Acer_palmatum_4CN2_Red
TOM,A,4MO,Acer_palmatum,SP6,Red,Acer_palmatum_5CN2_A_Red,31.6142,0,0,5CN2,TOM_Acer_palmatum_5CN2_Red
TOM,A,4MO,Acer_palmatum,SP6,White,Acer_palmatum_1CN2_A_White,41.8584,0,0,1CN2,TOM_Acer_palmatum_1CN2_White
TOM,A,4MO,Acer_palmatum,SP6,White,Acer_palmatum_2CN2_A_White,29.8688,0,0,2CN2,TOM_Acer_palmatum_2CN2_White
TOM,A,4MO,Acer_palmatum,SP6,White,Acer_palmatum_3CN2_A_White,34.2598,0,0,3CN2,TOM_Acer_palmatum_3CN2_White
TOM,A,4MO,Acer_palmatum,SP6,White,Acer_palmatum_4CN2_A_White,37.286,0,0,4CN2,TOM_Acer_palmatum_4CN2_White
TOM,A,4MO,Acer_palmatum,SP6,White,Acer_palmatum_5CN2_A_White,36.153,0,0,5CN2,TOM_Acer_palmatum_5CN2_White
TOM,A,4MO,Betula_maximowicziana,SP8,Blue,Betula_maximowicziana_2CN2_A_Blue,9.6812,0.10245,0.010582366,2CN2,TOM_Betula_maximowicziana_2CN2_Blue
TOM,A,4MO,Betula_maximowicziana,SP8,Blue,Betula_maximowicziana_3CN2_A_Blue,11.8438,0,0,3CN2,TOM_Betula_maximowicziana_3CN2_Blue
TOM,A,4MO,Betula_maximowicziana,SP8,Blue,Betula_maximowicziana_4CN2_A_Blue,12.7282,0.15026,0.011805283,4CN2,TOM_Betula_maximowicziana_4CN2_Blue
TOM,A,4MO,Betula_maximowicziana,SP8,Blue,Betula_maximowicziana_5CN2_A_Blue,7.184,0,0,5CN2,TOM_Betula_maximowicziana_5CN2_Blue
TOM,A,4MO,Betula_maximowicziana,SP8,Red,Betula_maximowicziana_1CN2_A_Red,25.5302,0.03581,0.001402653,1CN2,TOM_Betula_maximowicziana_1CN2_Red
TOM,A,4MO,Betula_maximowicziana,SP8,Red,Betula_maximowicziana_2CN2_A_Red,16.4626,0.10125,0.006150304,2CN2,TOM_Betula_maximowicziana_2CN2_Red
TOM,A,4MO,Betula_maximowicziana,SP8,Red,Betula_maximowicziana_3CN2_A_Red,34.72,0.31541,0.009084389,3CN2,TOM_Betula_maximowicziana_3CN2_Red
TOM,A,4MO,Betula_maximowicziana,SP8,Red,Betula_maximowicziana_4CN2_A_Red,12.799,0.18315,0.014309712,4CN2,TOM_Betula_maximowicziana_4CN2_Red
TOM,A,4MO,Betula_maximowicziana,SP8,Red,Betula_maximowicziana_5CN2_A_Red,30.6342,0.32147,0.010493827,5CN2,TOM_Betula_maximowicziana_5CN2_Red
TOM,A,4MO,Betula_maximowicziana,SP8,White,Betula_maximowicziana_1CN2_A_White,9.8492,0,0,1CN2,TOM_Betula_maximowicziana_1CN2_White
TOM,A,4MO,Betula_maximowicziana,SP8,White,Betula_maximowicziana_2CN2_A_White,9.6476,0,0,2CN2,TOM_Betula_maximowicziana_2CN2_White
TOM,A,4MO,Betula_maximowicziana,SP8,White,Betula_maximowicziana_4CN2_A_White,8.5814,0.0357,0.00416016,4CN2,TOM_Betula_maximowicziana_4CN2_White
TOM,A,4MO,Betula_maximowicziana,SP8,White,Betula_maximowicziana_5CN2_A_White,9.9866,0,0,5CN2,TOM_Betula_maximowicziana_5CN2_White
TOM,A,4MO,Carpinus_cordata,SP3,Blue,Carpinus_cordata_1CN2_A_Blue,64.5772,0,0,1CN2,TOM_Carpinus_cordata_1CN2_Blue
TOM,A,4MO,Carpinus_cordata,SP3,Blue,Carpinus_cordata_2CN2_A_Blue,72.3646,0,0,2CN2,TOM_Carpinus_cordata_2CN2_Blue
TOM,A,4MO,Carpinus_cordata,SP3,Blue,Carpinus_cordata_3CN2_A_Blue,85.728,0,0,3CN2,TOM_Carpinus_cordata_3CN2_Blue
TOM,A,4MO,Carpinus_cordata,SP3,Blue,Carpinus_cordata_4CN2_A_Blue,67.1184,0,0,4CN2,TOM_Carpinus_cordata_4CN2_Blue
TOM,A,4MO,Carpinus_cordata,SP3,Blue,Carpinus_cordata_5CN2_A_Blue,74.7902,0.1252,0.001674016,5CN2,TOM_Carpinus_cordata_5CN2_Blue
TOM,A,4MO,Carpinus_cordata,SP3,Red,Carpinus_cordata_1CN2_A_Red,73.6272,0,0,1CN2,TOM_Carpinus_cordata_1CN2_Red
TOM,A,4MO,Carpinus_cordata,SP3,Red,Carpinus_cordata_2CN2_A_Red,84.2782,0,0,2CN2,TOM_Carpinus_cordata_2CN2_Red
TOM,A,4MO,Carpinus_cordata,SP3,Red,Carpinus_cordata_3CN2_A_Red,64.3136,0,0,3CN2,TOM_Carpinus_cordata_3CN2_Red
TOM,A,4MO,Carpinus_cordata,SP3,Red,Carpinus_cordata_4CN2_A_Red,75.3088,0,0,4CN2,TOM_Carpinus_cordata_4CN2_Red
TOM,A,4MO,Carpinus_cordata,SP3,Red,Carpinus_cordata_5CN2_A_Red,68.7718,0,0,5CN2,TOM_Carpinus_cordata_5CN2_Red
TOM,A,4MO,Carpinus_cordata,SP3,White,Carpinus_cordata_1CN2_A_White,64.5212,0,0,1CN2,TOM_Carpinus_cordata_1CN2_White
TOM,A,4MO,Carpinus_cordata,SP3,White,Carpinus_cordata_2CN2_A_White,64.6924,0,0,2CN2,TOM_Carpinus_cordata_2CN2_White
TOM,A,4MO,Carpinus_cordata,SP3,White,Carpinus_cordata_3CN2_A_White,71.2936,0,0,3CN2,TOM_Carpinus_cordata_3CN2_White
TOM,A,4MO,Carpinus_cordata,SP3,White,Carpinus_cordata_4CN2_A_White,63.3276,0,0,4CN2,TOM_Carpinus_cordata_4CN2_White
TOM,A,4MO,Carpinus_cordata,SP3,White,Carpinus_cordata_5CN2_A_White,43.2394,0,0,5CN2,TOM_Carpinus_cordata_5CN2_White
TOM,A,4MO,Fraxinus_lanuginosa,SP7,Blue,Fraxinus_lanuginosa_1CN2_A_Blue,47.4202,0,0,1CN2,TOM_Fraxinus_lanuginosa_1CN2_Blue
TOM,A,4MO,Fraxinus_lanuginosa,SP7,Blue,Fraxinus_lanuginosa_2CN2_A_Blue,30.4126,0,0,2CN2,TOM_Fraxinus_lanuginosa_2CN2_Blue
TOM,A,4MO,Fraxinus_lanuginosa,SP7,Blue,Fraxinus_lanuginosa_3CN2_A_Blue,17.7222,0,0,3CN2,TOM_Fraxinus_lanuginosa_3CN2_Blue
TOM,A,4MO,Fraxinus_lanuginosa,SP7,Blue,Fraxinus_lanuginosa_4CN2_A_Blue,12.2248,0,0,4CN2,TOM_Fraxinus_lanuginosa_4CN2_Blue
TOM,A,4MO,Fraxinus_lanuginosa,SP7,Blue,Fraxinus_lanuginosa_5CN2_A_Blue,15.9484,0,0,5CN2,TOM_Fraxinus_lanuginosa_5CN2_Blue
TOM,A,4MO,Fraxinus_lanuginosa,SP7,Red,Fraxinus_lanuginosa_1CN2_A_Red,37.1466,0.35859,0.009653373,1CN2,TOM_Fraxinus_lanuginosa_1CN2_Red
TOM,A,4MO,Fraxinus_lanuginosa,SP7,Red,Fraxinus_lanuginosa_2CN2_A_Red,26.3054,0,0,2CN2,TOM_Fraxinus_lanuginosa_2CN2_Red
TOM,A,4MO,Fraxinus_lanuginosa,SP7,Red,Fraxinus_lanuginosa_3CN2_A_Red,17.0144,0,0,3CN2,TOM_Fraxinus_lanuginosa_3CN2_Red
TOM,A,4MO,Fraxinus_lanuginosa,SP7,Red,Fraxinus_lanuginosa_4CN2_A_Red,21.8996,0,0,4CN2,TOM_Fraxinus_lanuginosa_4CN2_Red
TOM,A,4MO,Fraxinus_lanuginosa,SP7,Red,Fraxinus_lanuginosa_5CN2_A_Red,17.4356,0,0,5CN2,TOM_Fraxinus_lanuginosa_5CN2_Red
TOM,A,4MO,Fraxinus_lanuginosa,SP7,White,Fraxinus_lanuginosa_1CN2_A_White,34.812,0,0,1CN2,TOM_Fraxinus_lanuginosa_1CN2_White
TOM,A,4MO,Fraxinus_lanuginosa,SP7,White,Fraxinus_lanuginosa_2CN2_A_White,17.5122,0,0,2CN2,TOM_Fraxinus_lanuginosa_2CN2_White
TOM,A,4MO,Fraxinus_lanuginosa,SP7,White,Fraxinus_lanuginosa_3CN2_A_White,11.5754,0,0,3CN2,TOM_Fraxinus_lanuginosa_3CN2_White
TOM,A,4MO,Fraxinus_lanuginosa,SP7,White,Fraxinus_lanuginosa_4CN2_A_White,40.5604,0,0,4CN2,TOM_Fraxinus_lanuginosa_4CN2_White
TOM,A,4MO,Fraxinus_lanuginosa,SP7,White,Fraxinus_lanuginosa_5CN2_A_White,19.6798,0,0,5CN2,TOM_Fraxinus_lanuginosa_5CN2_White
TOM,A,4MO,Magnolia_kobus,SP1,Blue,Magnolia_kobus_1CN2_A_Blue,91.9308,0.10302,0.001120626,1CN2,TOM_Magnolia_kobus_1CN2_Blue
TOM,A,4MO,Magnolia_kobus,SP1,Blue,Magnolia_kobus_2CN2_A_Blue,56.9562,0.20135,0.003535173,2CN2,TOM_Magnolia_kobus_2CN2_Blue
TOM,A,4MO,Magnolia_kobus,SP1,Blue,Magnolia_kobus_3CN2_A_Blue,75.743,0.24168,0.00319079,3CN2,TOM_Magnolia_kobus_3CN2_Blue
TOM,A,4MO,Magnolia_kobus,SP1,Blue,Magnolia_kobus_4CN2_A_Blue,72.3516,0,0,4CN2,TOM_Magnolia_kobus_4CN2_Blue
TOM,A,4MO,Magnolia_kobus,SP1,Blue,Magnolia_kobus_5CN2_A_Blue,71.4356,0.15797,0.002211362,5CN2,TOM_Magnolia_kobus_5CN2_Blue
TOM,A,4MO,Magnolia_kobus,SP1,Red,Magnolia_kobus_1CN2_A_Red,92.4298,0.18811,0.002035166,1CN2,TOM_Magnolia_kobus_1CN2_Red
TOM,A,4MO,Magnolia_kobus,SP1,Red,Magnolia_kobus_2CN2_A_Red,55.598,0.22521,0.004050685,2CN2,TOM_Magnolia_kobus_2CN2_Red
TOM,A,4MO,Magnolia_kobus,SP1,Red,Magnolia_kobus_3CN2_A_Red,71.372,0,0,3CN2,TOM_Magnolia_kobus_3CN2_Red
TOM,A,4MO,Magnolia_kobus,SP1,Red,Magnolia_kobus_4CN2_A_Red,51.477,0.58633,0.011390135,4CN2,TOM_Magnolia_kobus_4CN2_Red
TOM,A,4MO,Magnolia_kobus,SP1,Red,Magnolia_kobus_5CN2_A_Red,76.7902,0,0,5CN2,TOM_Magnolia_kobus_5CN2_Red
TOM,A,4MO,Magnolia_kobus,SP1,White,Magnolia_kobus_1CN2_A_White,73.9098,0,0,1CN2,TOM_Magnolia_kobus_1CN2_White
TOM,A,4MO,Magnolia_kobus,SP1,White,Magnolia_kobus_2CN2_A_White,70.7506,0.10049,0.001420341,2CN2,TOM_Magnolia_kobus_2CN2_White
TOM,A,4MO,Magnolia_kobus,SP1,White,Magnolia_kobus_3CN2_A_White,53.427,0.18549,0.00347184,3CN2,TOM_Magnolia_kobus_3CN2_White
TOM,A,4MO,Magnolia_kobus,SP1,White,Magnolia_kobus_4CN2_A_White,93.9464,0.1507,0.001604106,4CN2,TOM_Magnolia_kobus_4CN2_White
TOM,A,4MO,Magnolia_kobus,SP1,White,Magnolia_kobus_5CN2_A_White,67.2008,0.13568,0.002019024,5CN2,TOM_Magnolia_kobus_5CN2_White
TOM,A,4MO,Prunus_ssiori,SP5,Blue,Prunus_ssiori_2CN2_A_Blue,25.7552,0,0,2CN2,TOM_Prunus_ssiori_2CN2_Blue
TOM,A,4MO,Prunus_ssiori,SP5,Blue,Prunus_ssiori_3CN2_A_Blue,30.84,0.11454,0.003714008,3CN2,TOM_Prunus_ssiori_3CN2_Blue
TOM,A,4MO,Prunus_ssiori,SP5,Blue,Prunus_ssiori_4CN2_A_Blue,51.8824,0,0,4CN2,TOM_Prunus_ssiori_4CN2_Blue
TOM,A,4MO,Prunus_ssiori,SP5,Blue,Prunus_ssiori_5CN2_A_Blue,37.9048,0,0,5CN2,TOM_Prunus_ssiori_5CN2_Blue
TOM,A,4MO,Prunus_ssiori,SP5,New,Prunus_ssiori_1CN2_A_New,160.4082,0,0,1CN2,TOM_Prunus_ssiori_1CN2_New
TOM,A,4MO,Prunus_ssiori,SP5,Red,Prunus_ssiori_2CN2_A_Red,35.0916,0,0,2CN2,TOM_Prunus_ssiori_2CN2_Red
TOM,A,4MO,Prunus_ssiori,SP5,Red,Prunus_ssiori_3CN2_A_Red,47.0064,0,0,3CN2,TOM_Prunus_ssiori_3CN2_Red
TOM,A,4MO,Prunus_ssiori,SP5,Red,Prunus_ssiori_4CN2_A_Red,61.4158,0,0,4CN2,TOM_Prunus_ssiori_4CN2_Red
TOM,A,4MO,Prunus_ssiori,SP5,Red,Prunus_ssiori_5CN2_A_Red,49.1808,0.01142,2.32E-04,5CN2,TOM_Prunus_ssiori_5CN2_Red
TOM,A,4MO,Prunus_ssiori,SP5,White,Prunus_ssiori_2CN2_A_White,33.0452,0,0,2CN2,TOM_Prunus_ssiori_2CN2_White
TOM,A,4MO,Prunus_ssiori,SP5,White,Prunus_ssiori_3CN2_A_White,36.1208,0,0,3CN2,TOM_Prunus_ssiori_3CN2_White
TOM,A,4MO,Prunus_ssiori,SP5,White,Prunus_ssiori_4CN2_A_White,47.5496,0.01365,2.87E-04,4CN2,TOM_Prunus_ssiori_4CN2_White
TOM,A,4MO,Prunus_ssiori,SP5,White,Prunus_ssiori_5CN2_A_White,74.2059,0,0,5CN2,TOM_Prunus_ssiori_5CN2_White
TOM,A,4MO,Syringa_reticulata,SP2,Blue,Syringa_reticulata_1CN2_A_Blue,39.346,0,0,1CN2,TOM_Syringa_reticulata_1CN2_Blue
TOM,A,4MO,Syringa_reticulata,SP2,Blue,Syringa_reticulata_2CN2_A_Blue,30.1568,0,0,2CN2,TOM_Syringa_reticulata_2CN2_Blue
TOM,A,4MO,Syringa_reticulata,SP2,Blue,Syringa_reticulata_3CN2_A_Blue,30.1568,0,0,3CN2,TOM_Syringa_reticulata_3CN2_Blue
TOM,A,4MO,Syringa_reticulata,SP2,Blue,Syringa_reticulata_4CN2_A_Blue,46.376,0,0,4CN2,TOM_Syringa_reticulata_4CN2_Blue
TOM,A,4MO,Syringa_reticulata,SP2,Blue,Syringa_reticulata_5CN2_A_Blue,22.8776,0,0,5CN2,TOM_Syringa_reticulata_5CN2_Blue
TOM,A,4MO,Syringa_reticulata,SP2,Red,Syringa_reticulata_1CN2_A_Red,35.5234,0,0,1CN2,TOM_Syringa_reticulata_1CN2_Red
TOM,A,4MO,Syringa_reticulata,SP2,Red,Syringa_reticulata_2CN2_A_Red,27.0728,0,0,2CN2,TOM_Syringa_reticulata_2CN2_Red
TOM,A,4MO,Syringa_reticulata,SP2,Red,Syringa_reticulata_3CN2_A_Red,27.3794,0,0,3CN2,TOM_Syringa_reticulata_3CN2_Red
TOM,A,4MO,Syringa_reticulata,SP2,Red,Syringa_reticulata_4CN2_A_Red,41.9594,0,0,4CN2,TOM_Syringa_reticulata_4CN2_Red
TOM,A,4MO,Syringa_reticulata,SP2,Red,Syringa_reticulata_5CN2_A_Red,27.0728,0,0,5CN2,TOM_Syringa_reticulata_5CN2_Red
TOM,A,4MO,Syringa_reticulata,SP2,White,Syringa_reticulata_1CN2_A_White,35.237,0,0,1CN2,TOM_Syringa_reticulata_1CN2_White
TOM,A,4MO,Syringa_reticulata,SP2,White,Syringa_reticulata_2CN2_A_White,35.237,0,0,2CN2,TOM_Syringa_reticulata_2CN2_White
TOM,A,4MO,Syringa_reticulata,SP2,White,Syringa_reticulata_3CN2_A_White,34.7742,0,0,3CN2,TOM_Syringa_reticulata_3CN2_White
TOM,A,4MO,Syringa_reticulata,SP2,White,Syringa_reticulata_4CN2_A_White,31.8002,0,0,4CN2,TOM_Syringa_reticulata_4CN2_White
TOM,A,4MO,Syringa_reticulata,SP2,White,Syringa_reticulata_5CN2_A_White,34.578,0,0,5CN2,TOM_Syringa_reticulata_5CN2_White
TOM,B,4MO,Acer_mono,SP4,Blue,Acer_mono_1CN2_B_Blue,223.232,8.36,0.037449828,1CN2,TOM_Acer_mono_1CN2_Blue
TOM,B,4MO,Acer_mono,SP4,Blue,Acer_mono_2CN2_B_Blue,263.72,4.719,0.017893978,2CN2,TOM_Acer_mono_2CN2_Blue
TOM,B,4MO,Acer_mono,SP4,Blue,Acer_mono_3CN2_B_Blue,313.464,18.906,0.060313146,3CN2,TOM_Acer_mono_3CN2_Blue
TOM,B,4MO,Acer_mono,SP4,Blue,Acer_mono_4CN2_B_Blue,382.919,1.251,0.003267009,4CN2,TOM_Acer_mono_4CN2_Blue
TOM,B,4MO,Acer_mono,SP4,Blue,Acer_mono_5CN2_B_Blue,513.402,19,0.037008037,5CN2,TOM_Acer_mono_5CN2_Blue
TOM,B,4MO,Acer_mono,SP4,Red,Acer_mono_1CN2_B_Red,310.35,9.248,0.029798614,1CN2,TOM_Acer_mono_1CN2_Red
TOM,B,4MO,Acer_mono,SP4,Red,Acer_mono_2CN2_B_Red,173.641,0.486,0.002798878,2CN2,TOM_Acer_mono_2CN2_Red
TOM,B,4MO,Acer_mono,SP4,Red,Acer_mono_3CN2_B_Red,532.546,16.348,0.030697818,3CN2,TOM_Acer_mono_3CN2_Red
TOM,B,4MO,Acer_mono,SP4,Red,Acer_mono_4CN2_B_Red,682.598,13.6858,0.020049575,4CN2,TOM_Acer_mono_4CN2_Red
TOM,B,4MO,Acer_mono,SP4,Red,Acer_mono_5CN2_B_Red,477.902,1.88,0.003933861,5CN2,TOM_Acer_mono_5CN2_Red
TOM,B,4MO,Acer_mono,SP4,White,Acer_mono_1CN2_B_White,232.594,10.794,0.046407044,1CN2,TOM_Acer_mono_1CN2_White
TOM,B,4MO,Acer_mono,SP4,White,Acer_mono_2CN2_B_White,279.071,9.01,0.032285691,2CN2,TOM_Acer_mono_2CN2_White
TOM,B,4MO,Acer_mono,SP4,White,Acer_mono_3CN2_B_White,421.206,8.376,0.019885757,3CN2,TOM_Acer_mono_3CN2_White
TOM,B,4MO,Acer_mono,SP4,White,Acer_mono_4CN2_B_White,343.754,5.372,0.015627455,4CN2,TOM_Acer_mono_4CN2_White
TOM,B,4MO,Acer_mono,SP4,White,Acer_mono_5CN2_B_White,357.859,2.675,0.007475011,5CN2,TOM_Acer_mono_5CN2_White
TOM,B,4MO,Acer_palmatum,SP6,Blue,Acer_palmatum_1CN2_B_Blue,165.817,16.445,0.099175597,1CN2,TOM_Acer_palmatum_1CN2_Blue
TOM,B,4MO,Acer_palmatum,SP6,Blue,Acer_palmatum_2CN2_B_Blue,134.708,7.477,0.055505241,2CN2,TOM_Acer_palmatum_2CN2_Blue
TOM,B,4MO,Acer_palmatum,SP6,Blue,Acer_palmatum_3CN2_B_Blue,183.132,12.055,0.065826835,3CN2,TOM_Acer_palmatum_3CN2_Blue
TOM,B,4MO,Acer_palmatum,SP6,Blue,Acer_palmatum_4CN2_B_Blue,188.771,5.195,0.027520117,4CN2,TOM_Acer_palmatum_4CN2_Blue
TOM,B,4MO,Acer_palmatum,SP6,Blue,Acer_palmatum_5CN2_B_Blue,173.573,1.746,0.010059168,5CN2,TOM_Acer_palmatum_5CN2_Blue
TOM,B,4MO,Acer_palmatum,SP6,Red,Acer_palmatum_1CN2_B_Red,170.287,12.326,0.072383682,1CN2,TOM_Acer_palmatum_1CN2_Red
TOM,B,4MO,Acer_palmatum,SP6,Red,Acer_palmatum_2CN2_B_Red,135.364,18.39,0.135855914,2CN2,TOM_Acer_palmatum_2CN2_Red
TOM,B,4MO,Acer_palmatum,SP6,Red,Acer_palmatum_3CN2_B_Red,172.589,8.415,0.048757453,3CN2,TOM_Acer_palmatum_3CN2_Red
TOM,B,4MO,Acer_palmatum,SP6,Red,Acer_palmatum_4CN2_B_Red,177.101,7.566,0.042721385,4CN2,TOM_Acer_palmatum_4CN2_Red
TOM,B,4MO,Acer_palmatum,SP6,Red,Acer_palmatum_5CN2_B_Red,158.071,13.366,0.08455694,5CN2,TOM_Acer_palmatum_5CN2_Red
TOM,B,4MO,Acer_palmatum,SP6,White,Acer_palmatum_1CN2_B_White,209.292,27.627,0.132002179,1CN2,TOM_Acer_palmatum_1CN2_White
TOM,B,4MO,Acer_palmatum,SP6,White,Acer_palmatum_2CN2_B_White,149.344,21.36,0.143025498,2CN2,TOM_Acer_palmatum_2CN2_White
TOM,B,4MO,Acer_palmatum,SP6,White,Acer_palmatum_3CN2_B_White,171.299,7.618,0.044471947,3CN2,TOM_Acer_palmatum_3CN2_White
TOM,B,4MO,Acer_palmatum,SP6,White,Acer_palmatum_4CN2_B_White,186.43,7.101,0.038089363,4CN2,TOM_Acer_palmatum_4CN2_White
TOM,B,4MO,Acer_palmatum,SP6,White,Acer_palmatum_5CN2_B_White,180.765,12.613,0.069775676,5CN2,TOM_Acer_palmatum_5CN2_White
TOM,B,4MO,Betula_maximowicziana,SP8,Blue,Betula_maximowicziana_2CN2_B_Blue,48.406,5.53,0.114242036,2CN2,TOM_Betula_maximowicziana_2CN2_Blue
TOM,B,4MO,Betula_maximowicziana,SP8,Blue,Betula_maximowicziana_3CN2_B_Blue,59.219,8.278,0.139786217,3CN2,TOM_Betula_maximowicziana_3CN2_Blue
TOM,B,4MO,Betula_maximowicziana,SP8,Blue,Betula_maximowicziana_4CN2_B_Blue,63.641,3.945,0.061988341,4CN2,TOM_Betula_maximowicziana_4CN2_Blue
TOM,B,4MO,Betula_maximowicziana,SP8,Blue,Betula_maximowicziana_5CN2_B_Blue,35.92,2.008,0.055902004,5CN2,TOM_Betula_maximowicziana_5CN2_Blue
TOM,B,4MO,Betula_maximowicziana,SP8,Red,Betula_maximowicziana_1CN2_B_Red,127.651,33.241,0.260405324,1CN2,TOM_Betula_maximowicziana_1CN2_Red
TOM,B,4MO,Betula_maximowicziana,SP8,Red,Betula_maximowicziana_2CN2_B_Red,82.313,7.315,0.088868101,2CN2,TOM_Betula_maximowicziana_2CN2_Red
TOM,B,4MO,Betula_maximowicziana,SP8,Red,Betula_maximowicziana_3CN2_B_Red,173.6,17.854,0.102845622,3CN2,TOM_Betula_maximowicziana_3CN2_Red
TOM,B,4MO,Betula_maximowicziana,SP8,Red,Betula_maximowicziana_4CN2_B_Red,63.995,25.798,0.403125244,4CN2,TOM_Betula_maximowicziana_4CN2_Red
TOM,B,4MO,Betula_maximowicziana,SP8,Red,Betula_maximowicziana_5CN2_B_Red,153.171,39.507,0.257927414,5CN2,TOM_Betula_maximowicziana_5CN2_Red
TOM,B,4MO,Betula_maximowicziana,SP8,White,Betula_maximowicziana_1CN2_B_White,49.246,14.13,0.286926857,1CN2,TOM_Betula_maximowicziana_1CN2_White
