"Species","Patrol","SpeciesAnal","Site","TwigCodeNoPatrol","SaplingCodeNoPatrol","SaplingCodeUnique","TwigCodeUnique","TwigArea_sum_AC","TwigArea_sum_BD","TwigHerbivory_sum_AC","TwigHerbivory_sum_BD","TwigHerbProp_AC","TwigHerbProp_BD","StartEndDiff_AC","StartEndDiff_BD","PatrolGroup","TwigHerbProp_combined"
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_1CN1_White","DRO_Cleistanthus _myrianthus_1CN1","DRO_Cleistanthus _myrianthus_1CN1_B","DRO_Cleistanthus _myrianthus_1CN1_White_B",NA,986.7417,NA,40.30786,0,0.040849454,NA,-0.009296495,"DB",0.040849454
"SP5","C","Prunus_ssiori","TOM","TOM_Prunus_ssiori_2CN1_White","TOM_Prunus_ssiori_2CN1","TOM_Prunus_ssiori_2CN1_C","TOM_Prunus_ssiori_2CN1_White_C",176.18085,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_1CN1_White","DRO_Cleistanthus _myrianthus_1CN1","DRO_Cleistanthus _myrianthus_1CN1_D","DRO_Cleistanthus _myrianthus_1CN1_White_D",NA,967.13375,NA,83.70161,0,0.086546054,NA,0.022934137,"DB",0.086546054
"SP5","A","Prunus_ssiori","TOM","TOM_Prunus_ssiori_3CN1_Blue","TOM_Prunus_ssiori_3CN1","TOM_Prunus_ssiori_3CN1_A","TOM_Prunus_ssiori_3CN1_Blue_A",212.4893,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_2CN1_Blue","DRO_Cleistanthus _myrianthus_2CN1","DRO_Cleistanthus _myrianthus_2CN1_B","DRO_Cleistanthus _myrianthus_2CN1_Blue_B",NA,1112.667,NA,51.781,0,0.046537733,NA,-0.021775035,"DB",0.046537733
"SP5","C","Prunus_ssiori","TOM","TOM_Prunus_ssiori_3CN1_Blue","TOM_Prunus_ssiori_3CN1","TOM_Prunus_ssiori_3CN1_C","TOM_Prunus_ssiori_3CN1_Blue_C",124.63639,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_2CN1_Blue","DRO_Cleistanthus _myrianthus_2CN1","DRO_Cleistanthus _myrianthus_2CN1_D","DRO_Cleistanthus _myrianthus_2CN1_Blue_D",NA,1087.59394,NA,113.89814,0,0.104724876,NA,0.043222613,"DB",0.104724876
"SP5","A","Prunus_ssiori","TOM","TOM_Prunus_ssiori_3CN1_Red","TOM_Prunus_ssiori_3CN1","TOM_Prunus_ssiori_3CN1_A","TOM_Prunus_ssiori_3CN1_Red_A",230.0919,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_2CN1_Red","DRO_Cleistanthus _myrianthus_2CN1","DRO_Cleistanthus _myrianthus_2CN1_B","DRO_Cleistanthus _myrianthus_2CN1_Red_B",NA,874.943,NA,122.714,0,0.140253708,NA,0.08527736,"DB",0.140253708
"SP5","C","Prunus_ssiori","TOM","TOM_Prunus_ssiori_3CN1_Red","TOM_Prunus_ssiori_3CN1","TOM_Prunus_ssiori_3CN1_C","TOM_Prunus_ssiori_3CN1_Red_C",326.88031,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_2CN1_Red","DRO_Cleistanthus _myrianthus_2CN1","DRO_Cleistanthus _myrianthus_2CN1_D","DRO_Cleistanthus _myrianthus_2CN1_Red_D",NA,867.02272,NA,86.84019,0,0.100159071,NA,0.039860531,"DB",0.100159071
"SP5","A","Prunus_ssiori","TOM","TOM_Prunus_ssiori_3CN1_White","TOM_Prunus_ssiori_3CN1","TOM_Prunus_ssiori_3CN1_A","TOM_Prunus_ssiori_3CN1_White_A",301.04237,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_2CN1_White","DRO_Cleistanthus _myrianthus_2CN1","DRO_Cleistanthus _myrianthus_2CN1_B","DRO_Cleistanthus _myrianthus_2CN1_White_B",NA,839.838,NA,73.626,0,0.087666907,NA,0.030454975,"DB",0.087666907
"SP5","C","Prunus_ssiori","TOM","TOM_Prunus_ssiori_3CN1_White","TOM_Prunus_ssiori_3CN1","TOM_Prunus_ssiori_3CN1_C","TOM_Prunus_ssiori_3CN1_White_C",348.61052,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_2CN1_White","DRO_Cleistanthus _myrianthus_2CN1","DRO_Cleistanthus _myrianthus_2CN1_D","DRO_Cleistanthus _myrianthus_2CN1_White_D",NA,823.63074,NA,78.41171,0,0.095202505,NA,0.034306753,"DB",0.095202505
"SP5","A","Prunus_ssiori","TOM","TOM_Prunus_ssiori_4CN1_Blue","TOM_Prunus_ssiori_4CN1","TOM_Prunus_ssiori_4CN1_A","TOM_Prunus_ssiori_4CN1_Blue_A",95.8031,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_3CN1_Blue","DRO_Cleistanthus _myrianthus_3CN1","DRO_Cleistanthus _myrianthus_3CN1_B","DRO_Cleistanthus _myrianthus_3CN1_Blue_B",NA,897.691,NA,79.391,0,0.088439118,NA,0.035732176,"DB",0.088439118
"SP5","C","Prunus_ssiori","TOM","TOM_Prunus_ssiori_4CN1_Blue","TOM_Prunus_ssiori_4CN1","TOM_Prunus_ssiori_4CN1_C","TOM_Prunus_ssiori_4CN1_Blue_C",147.96232,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_3CN1_Blue","DRO_Cleistanthus _myrianthus_3CN1","DRO_Cleistanthus _myrianthus_3CN1_D","DRO_Cleistanthus _myrianthus_3CN1_Blue_D",NA,877.02289,NA,59.52625,0,0.067873086,NA,0.012730071,"DB",0.067873086
"SP5","A","Prunus_ssiori","TOM","TOM_Prunus_ssiori_4CN1_White","TOM_Prunus_ssiori_4CN1","TOM_Prunus_ssiori_4CN1_A","TOM_Prunus_ssiori_4CN1_White_A",142.65043,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_3CN1_Red","DRO_Cleistanthus _myrianthus_3CN1","DRO_Cleistanthus _myrianthus_3CN1_B","DRO_Cleistanthus _myrianthus_3CN1_Red_B",NA,1073.394,NA,35.734,0,0.033290665,NA,-0.030752109,"DB",0.033290665
"SP5","C","Prunus_ssiori","TOM","TOM_Prunus_ssiori_4CN1_White","TOM_Prunus_ssiori_4CN1","TOM_Prunus_ssiori_4CN1_C","TOM_Prunus_ssiori_4CN1_White_C",126.8382,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_3CN1_Red","DRO_Cleistanthus _myrianthus_3CN1","DRO_Cleistanthus _myrianthus_3CN1_D","DRO_Cleistanthus _myrianthus_3CN1_Red_D",NA,1055.95021,NA,132.38356,0,0.125369131,NA,0.060480368,"DB",0.125369131
"SP5","A","Prunus_ssiori","TOM","TOM_Prunus_ssiori_5CN1_Blue","TOM_Prunus_ssiori_5CN1","TOM_Prunus_ssiori_5CN1_A","TOM_Prunus_ssiori_5CN1_Blue_A",202.3561,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_3CN1_White","DRO_Cleistanthus _myrianthus_3CN1","DRO_Cleistanthus _myrianthus_3CN1_B","DRO_Cleistanthus _myrianthus_3CN1_White_B",NA,557.753,NA,19.859,0,0.035605367,NA,-0.034849319,"DB",0.035605367
"SP5","C","Prunus_ssiori","TOM","TOM_Prunus_ssiori_5CN1_Blue","TOM_Prunus_ssiori_5CN1","TOM_Prunus_ssiori_5CN1_C","TOM_Prunus_ssiori_5CN1_Blue_C",224.5856,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_3CN1_White","DRO_Cleistanthus _myrianthus_3CN1","DRO_Cleistanthus _myrianthus_3CN1_D","DRO_Cleistanthus _myrianthus_3CN1_White_D",NA,547.78861,NA,40.8069,0,0.074493882,NA,0.022018012,"DB",0.074493882
"SP5","A","Prunus_ssiori","TOM","TOM_Prunus_ssiori_5CN1_Red","TOM_Prunus_ssiori_5CN1","TOM_Prunus_ssiori_5CN1_A","TOM_Prunus_ssiori_5CN1_Red_A",243.00723,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN1_Blue","DRO_Cleistanthus _myrianthus_4CN1","DRO_Cleistanthus _myrianthus_4CN1_B","DRO_Cleistanthus _myrianthus_4CN1_Blue_B",NA,868.945,NA,61.752,0,0.071065487,NA,0.013846389,"DB",0.071065487
"SP5","C","Prunus_ssiori","TOM","TOM_Prunus_ssiori_5CN1_Red","TOM_Prunus_ssiori_5CN1","TOM_Prunus_ssiori_5CN1_C","TOM_Prunus_ssiori_5CN1_Red_C",290.14362,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN1_Blue","DRO_Cleistanthus _myrianthus_4CN1","DRO_Cleistanthus _myrianthus_4CN1_D","DRO_Cleistanthus _myrianthus_4CN1_Blue_D",NA,857.42299,NA,144.01494,0,0.167962536,NA,0.116329261,"DB",0.167962536
"SP5","A","Prunus_ssiori","TOM","TOM_Prunus_ssiori_5CN1_White","TOM_Prunus_ssiori_5CN1","TOM_Prunus_ssiori_5CN1_A","TOM_Prunus_ssiori_5CN1_White_A",162.27862,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN1_Red","DRO_Cleistanthus _myrianthus_4CN1","DRO_Cleistanthus _myrianthus_4CN1_B","DRO_Cleistanthus _myrianthus_4CN1_Red_B",NA,1111.316,NA,27.636,0,0.024867814,NA,-0.028888363,"DB",0.024867814
"SP5","C","Prunus_ssiori","TOM","TOM_Prunus_ssiori_5CN1_White","TOM_Prunus_ssiori_5CN1","TOM_Prunus_ssiori_5CN1_C","TOM_Prunus_ssiori_5CN1_White_C",162.65667,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN1_Red","DRO_Cleistanthus _myrianthus_4CN1","DRO_Cleistanthus _myrianthus_4CN1_D","DRO_Cleistanthus _myrianthus_4CN1_Red_D",NA,1089.77728,NA,85.3583,0,0.078326371,NA,0.020064233,"DB",0.078326371
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_1CN1_Blue","TOM_Syringa_reticulata_1CN1","TOM_Syringa_reticulata_1CN1_A","TOM_Syringa_reticulata_1CN1_Blue_A",113.44635,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN1_White","DRO_Cleistanthus _myrianthus_4CN1","DRO_Cleistanthus _myrianthus_4CN1_B","DRO_Cleistanthus _myrianthus_4CN1_White_B",NA,863.74,NA,49.972,0,0.057855373,NA,-0.000430411,"DB",0.057855373
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_1CN1_Blue","TOM_Syringa_reticulata_1CN1","TOM_Syringa_reticulata_1CN1_C","TOM_Syringa_reticulata_1CN1_Blue_C",142.88958,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN1_White","DRO_Cleistanthus _myrianthus_4CN1","DRO_Cleistanthus _myrianthus_4CN1_D","DRO_Cleistanthus _myrianthus_4CN1_White_D",NA,845.75097,NA,107.33194,0,0.126907262,NA,0.072509769,"DB",0.126907262
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_1CN1_Red","TOM_Syringa_reticulata_1CN1","TOM_Syringa_reticulata_1CN1_A","TOM_Syringa_reticulata_1CN1_Red_A",106.20453,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_5CN1_Blue","DRO_Cleistanthus _myrianthus_5CN1","DRO_Cleistanthus _myrianthus_5CN1_B","DRO_Cleistanthus _myrianthus_5CN1_Blue_B",NA,1039.3735,NA,113.41433,0,0.109117973,NA,0.050132145,"DB",0.109117973
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_1CN1_Red","TOM_Syringa_reticulata_1CN1","TOM_Syringa_reticulata_1CN1_C","TOM_Syringa_reticulata_1CN1_Red_C",148.88406,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_5CN1_Blue","DRO_Cleistanthus _myrianthus_5CN1","DRO_Cleistanthus _myrianthus_5CN1_D","DRO_Cleistanthus _myrianthus_5CN1_Blue_D",NA,1017.2228,NA,77.91572,0,0.076596514,NA,0.015020061,"DB",0.076596514
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_1CN1_White","TOM_Syringa_reticulata_1CN1","TOM_Syringa_reticulata_1CN1_A","TOM_Syringa_reticulata_1CN1_White_A",140.0601,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_5CN1_Red","DRO_Cleistanthus _myrianthus_5CN1","DRO_Cleistanthus _myrianthus_5CN1_B","DRO_Cleistanthus _myrianthus_5CN1_Red_B",NA,940.5597,NA,51.24485,0,0.054483357,NA,-0.007466304,"DB",0.054483357
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_1CN1_White","TOM_Syringa_reticulata_1CN1","TOM_Syringa_reticulata_1CN1_C","TOM_Syringa_reticulata_1CN1_White_C",64.67348,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_5CN1_Red","DRO_Cleistanthus _myrianthus_5CN1","DRO_Cleistanthus _myrianthus_5CN1_D","DRO_Cleistanthus _myrianthus_5CN1_Red_D",NA,918.91898,NA,138.67035,0,0.150905959,NA,0.089821946,"DB",0.150905959
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_2CN1_Blue","TOM_Syringa_reticulata_2CN1","TOM_Syringa_reticulata_2CN1_A","TOM_Syringa_reticulata_2CN1_Blue_A",91.54176,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","B","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_5CN1_White","DRO_Cleistanthus _myrianthus_5CN1","DRO_Cleistanthus _myrianthus_5CN1_B","DRO_Cleistanthus _myrianthus_5CN1_White_B",NA,822.0086,NA,66.5846,0,0.081002316,NA,0.02198152,"DB",0.081002316
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_2CN1_Blue","TOM_Syringa_reticulata_2CN1","TOM_Syringa_reticulata_2CN1_C","TOM_Syringa_reticulata_2CN1_Blue_C",87.65508,NA,0,NA,0,0,NA,NA,"AC",NA
"SP2","D","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_5CN1_White","DRO_Cleistanthus _myrianthus_5CN1","DRO_Cleistanthus _myrianthus_5CN1_D","DRO_Cleistanthus _myrianthus_5CN1_White_D",NA,805.76205,NA,106.15747,0,0.131747915,NA,0.069872668,"DB",0.131747915
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_2CN1_Red","TOM_Syringa_reticulata_2CN1","TOM_Syringa_reticulata_2CN1_A","TOM_Syringa_reticulata_2CN1_Red_A",232.73772,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _1CN1_Blue","DRO_Cryptocarya sp. _1CN1","DRO_Cryptocarya sp. _1CN1_B","DRO_Cryptocarya sp. _1CN1_Blue_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_2CN1_White","TOM_Syringa_reticulata_2CN1","TOM_Syringa_reticulata_2CN1_A","TOM_Syringa_reticulata_2CN1_White_A",89.00713,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","D","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _1CN1_Blue","DRO_Cryptocarya sp. _1CN1","DRO_Cryptocarya sp. _1CN1_D","DRO_Cryptocarya sp. _1CN1_Blue_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_2CN1_White","TOM_Syringa_reticulata_2CN1","TOM_Syringa_reticulata_2CN1_C","TOM_Syringa_reticulata_2CN1_White_C",168.89652,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _1CN1_Red","DRO_Cryptocarya sp. _1CN1","DRO_Cryptocarya sp. _1CN1_B","DRO_Cryptocarya sp. _1CN1_Red_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_3CN1_Blue","TOM_Syringa_reticulata_3CN1","TOM_Syringa_reticulata_3CN1_A","TOM_Syringa_reticulata_3CN1_Blue_A",153.65775,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","D","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _1CN1_Red","DRO_Cryptocarya sp. _1CN1","DRO_Cryptocarya sp. _1CN1_D","DRO_Cryptocarya sp. _1CN1_Red_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_3CN1_Blue","TOM_Syringa_reticulata_3CN1","TOM_Syringa_reticulata_3CN1_C","TOM_Syringa_reticulata_3CN1_Blue_C",180.98143,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _1CN1_White","DRO_Cryptocarya sp. _1CN1","DRO_Cryptocarya sp. _1CN1_B","DRO_Cryptocarya sp. _1CN1_White_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_3CN1_Red","TOM_Syringa_reticulata_3CN1","TOM_Syringa_reticulata_3CN1_A","TOM_Syringa_reticulata_3CN1_Red_A",76.53995,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","D","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _1CN1_White","DRO_Cryptocarya sp. _1CN1","DRO_Cryptocarya sp. _1CN1_D","DRO_Cryptocarya sp. _1CN1_White_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_3CN1_Red","TOM_Syringa_reticulata_3CN1","TOM_Syringa_reticulata_3CN1_C","TOM_Syringa_reticulata_3CN1_Red_C",100.64181,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _3CN1_Blue","DRO_Cryptocarya sp. _3CN1","DRO_Cryptocarya sp. _3CN1_B","DRO_Cryptocarya sp. _3CN1_Blue_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_3CN1_White","TOM_Syringa_reticulata_3CN1","TOM_Syringa_reticulata_3CN1_A","TOM_Syringa_reticulata_3CN1_White_A",167.13452,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","D","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _3CN1_Blue","DRO_Cryptocarya sp. _3CN1","DRO_Cryptocarya sp. _3CN1_D","DRO_Cryptocarya sp. _3CN1_Blue_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_3CN1_White","TOM_Syringa_reticulata_3CN1","TOM_Syringa_reticulata_3CN1_C","TOM_Syringa_reticulata_3CN1_White_C",110.25198,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _3CN1_Red","DRO_Cryptocarya sp. _3CN1","DRO_Cryptocarya sp. _3CN1_B","DRO_Cryptocarya sp. _3CN1_Red_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_4CN1_Blue","TOM_Syringa_reticulata_4CN1","TOM_Syringa_reticulata_4CN1_A","TOM_Syringa_reticulata_4CN1_Blue_A",61.34327,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","D","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _3CN1_Red","DRO_Cryptocarya sp. _3CN1","DRO_Cryptocarya sp. _3CN1_D","DRO_Cryptocarya sp. _3CN1_Red_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_4CN1_Blue","TOM_Syringa_reticulata_4CN1","TOM_Syringa_reticulata_4CN1_C","TOM_Syringa_reticulata_4CN1_Blue_C",161.71331,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _3CN1_White","DRO_Cryptocarya sp. _3CN1","DRO_Cryptocarya sp. _3CN1_B","DRO_Cryptocarya sp. _3CN1_White_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_4CN1_Red","TOM_Syringa_reticulata_4CN1","TOM_Syringa_reticulata_4CN1_A","TOM_Syringa_reticulata_4CN1_Red_A",136.65557,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","D","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _3CN1_White","DRO_Cryptocarya sp. _3CN1","DRO_Cryptocarya sp. _3CN1_D","DRO_Cryptocarya sp. _3CN1_White_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_4CN1_Red","TOM_Syringa_reticulata_4CN1","TOM_Syringa_reticulata_4CN1_C","TOM_Syringa_reticulata_4CN1_Red_C",57.18153,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _4CN1_Blue","DRO_Cryptocarya sp. _4CN1","DRO_Cryptocarya sp. _4CN1_B","DRO_Cryptocarya sp. _4CN1_Blue_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_4CN1_White","TOM_Syringa_reticulata_4CN1","TOM_Syringa_reticulata_4CN1_A","TOM_Syringa_reticulata_4CN1_White_A",104.20529,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","D","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _4CN1_Blue","DRO_Cryptocarya sp. _4CN1","DRO_Cryptocarya sp. _4CN1_D","DRO_Cryptocarya sp. _4CN1_Blue_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_4CN1_White","TOM_Syringa_reticulata_4CN1","TOM_Syringa_reticulata_4CN1_C","TOM_Syringa_reticulata_4CN1_White_C",78.00676,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _4CN1_Red","DRO_Cryptocarya sp. _4CN1","DRO_Cryptocarya sp. _4CN1_B","DRO_Cryptocarya sp. _4CN1_Red_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_5CN1_Blue","TOM_Syringa_reticulata_5CN1","TOM_Syringa_reticulata_5CN1_A","TOM_Syringa_reticulata_5CN1_Blue_A",81.73859,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","D","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _4CN1_Red","DRO_Cryptocarya sp. _4CN1","DRO_Cryptocarya sp. _4CN1_D","DRO_Cryptocarya sp. _4CN1_Red_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_5CN1_Blue","TOM_Syringa_reticulata_5CN1","TOM_Syringa_reticulata_5CN1_C","TOM_Syringa_reticulata_5CN1_Blue_C",42.38411,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _4CN1_White","DRO_Cryptocarya sp. _4CN1","DRO_Cryptocarya sp. _4CN1_B","DRO_Cryptocarya sp. _4CN1_White_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_5CN1_Red","TOM_Syringa_reticulata_5CN1","TOM_Syringa_reticulata_5CN1_A","TOM_Syringa_reticulata_5CN1_Red_A",94.81069,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","D","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _4CN1_White","DRO_Cryptocarya sp. _4CN1","DRO_Cryptocarya sp. _4CN1_D","DRO_Cryptocarya sp. _4CN1_White_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_5CN1_Red","TOM_Syringa_reticulata_5CN1","TOM_Syringa_reticulata_5CN1_C","TOM_Syringa_reticulata_5CN1_Red_C",178.51053,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _5CN1_Blue","DRO_Cryptocarya sp. _5CN1","DRO_Cryptocarya sp. _5CN1_B","DRO_Cryptocarya sp. _5CN1_Blue_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","A","Syringa_reticulata","TOM","TOM_Syringa_reticulata_5CN1_White","TOM_Syringa_reticulata_5CN1","TOM_Syringa_reticulata_5CN1_A","TOM_Syringa_reticulata_5CN1_White_A",84.3263,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","D","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _5CN1_Blue","DRO_Cryptocarya sp. _5CN1","DRO_Cryptocarya sp. _5CN1_D","DRO_Cryptocarya sp. _5CN1_Blue_D",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
"SP2","C","Syringa_reticulata","TOM","TOM_Syringa_reticulata_5CN1_White","TOM_Syringa_reticulata_5CN1","TOM_Syringa_reticulata_5CN1_C","TOM_Syringa_reticulata_5CN1_White_C",31.26061,NA,0,NA,0,0,NA,NA,"AC",NA
"SP3","B","Cryptocarya sp. ","DRO","DRO_Cryptocarya sp. _5CN1_Red","DRO_Cryptocarya sp. _5CN1","DRO_Cryptocarya sp. _5CN1_B","DRO_Cryptocarya sp. _5CN1_Red_B",NA,NA,NA,NA,0,0,NA,NA,"DB",NA
