"Species","SpeciesAnal","Site","TwigCodeNoPatrol","BranchCodeNoPatrol","Patrol","TwigCodeUnique","SaplingCodeUnique","TwigArea_sum_BD","TwigArea_sum_AC","TwigHerbivory_sum_BD","TwigHerbivory_sum_AC","TwigHerbProp_BD","TwigHerbProp_AC","StartEndDiff_BD","StartEndDiff_AC","PatrolGroup","TwigHerbProp_combined"
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_1CN2_Red","EUC_Eucalyptus_tereticornis_1CN2","B","EUC_Eucalyptus_tereticornis_1CN2_Red_B","EUC_Eucalyptus_tereticornis_1CN2_B",193.717,NA,20.95971,NA,0.108197577,0,0.00705264,NA,"DB",0.108197577
"SP1","Magnolia_kobus","TOM","TOM_Magnolia_kobus_4CN2_Blue","TOM_Magnolia_kobus_4CN2","B","TOM_Magnolia_kobus_4CN2_Blue_B","TOM_Magnolia_kobus_4CN2_B",361.758,NA,2.619,NA,0.007239646,0,0.007239646,NA,"DB",0.007239646
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_2CN2_Blue","EUC_Breynia_oblingifolia_2CN2","B","EUC_Breynia_oblingifolia_2CN2_Blue_B","EUC_Breynia_oblingifolia_2CN2_B",70.0316,NA,1.83814,NA,0.026247294,0,0.007322284,NA,"DB",0.026247294
"SP6","Acer_palmatum","TOM","TOM_Acer_palmatum_1CN2_White","TOM_Acer_palmatum_1CN2","D","TOM_Acer_palmatum_1CN2_White_D","TOM_Acer_palmatum_1CN2_D",261.939,NA,1.92,NA,0.007329951,0,0.007329951,NA,"DB",0.007329951
"SP4","Acer_mono","TOM","TOM_Acer_mono_5CN2_White","TOM_Acer_mono_5CN2","B","TOM_Acer_mono_5CN2_White_B","TOM_Acer_mono_5CN2_B",357.859,NA,2.675,NA,0.007475011,0,0.007475011,NA,"DB",0.007475011
"SP2","Syringa_reticulata","TOM","TOM_Syringa_reticulata_3CN2_Blue","TOM_Syringa_reticulata_3CN2","D","TOM_Syringa_reticulata_3CN2_Blue_D","TOM_Syringa_reticulata_3CN2_D",187.1445,NA,1.42,NA,0.00758772,0,0.00758772,NA,"DB",0.00758772
"SP1","Diospyros_kaki","BUB","BUB_Diospyros_kaki_5CN2_Blue","BUB_Diospyros_kaki_5CN2","D","BUB_Diospyros_kaki_5CN2_Blue_D","BUB_Diospyros_kaki_5CN2_D",690.878,NA,6.432,NA,0.009309893,0,0.007623109,NA,"DB",0.009309893
"SP6","Acer_palmatum","TOM","TOM_Acer_palmatum_3CN2_Red","TOM_Acer_palmatum_3CN2","D","TOM_Acer_palmatum_3CN2_Red_D","TOM_Acer_palmatum_3CN2_D",213.2875,NA,1.652,NA,0.007745414,0,0.007745414,NA,"DB",0.007745414
"SP6","Saprosma_ternata","BUB","BUB_Saprosma_ternata_1CN2_Red","BUB_Saprosma_ternata_1CN2","D","BUB_Saprosma_ternata_1CN2_Red_D","BUB_Saprosma_ternata_1CN2_D",1242.575,NA,11.221,NA,0.009030441,0,0.007782471,NA,"DB",0.009030441
"SP1","Magnolia_kobus","TOM","TOM_Magnolia_kobus_2CN2_White","TOM_Magnolia_kobus_2CN2","D","TOM_Magnolia_kobus_2CN2_White_D","TOM_Magnolia_kobus_2CN2_D",778.319,NA,11.194,NA,0.014382278,0,0.007820373,NA,"DB",0.014382278
"SP3","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_2CN2_White","EUC_Eucalyptus_tereticornis_2CN2","B","EUC_Eucalyptus_tereticornis_2CN2_White_B","EUC_Eucalyptus_tereticornis_2CN2_B",146.926,NA,22.30458,NA,0.151808257,0,0.007925269,NA,"DB",0.151808257
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_3CN2_White","EUC_Eucalyptus_pruinosa_3CN2","D","EUC_Eucalyptus_pruinosa_3CN2_White_D","EUC_Eucalyptus_pruinosa_3CN2_D",179.83386,NA,4.70419,NA,0.026158533,0,0.007929117,NA,"DB",0.026158533
"SP3","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_3CN2_White","DRO_Cleistanthus _myrianthus_3CN2","B","DRO_Cleistanthus _myrianthus_3CN2_White_B","DRO_Cleistanthus _myrianthus_3CN2_B",728.61763,NA,46.00072,NA,0.06313424,0,0.008083543,NA,"DB",0.06313424
"SP1","Diospyros_kaki","BUB","BUB_Diospyros_kaki_3CN2_White","BUB_Diospyros_kaki_3CN2","D","BUB_Diospyros_kaki_3CN2_White_D","BUB_Diospyros_kaki_3CN2_D",874.182,NA,8.214,NA,0.009396213,0,0.008084155,NA,"DB",0.009396213
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_Red","EUC_Acacia_parramattensis_1CN2","D","EUC_Acacia_parramattensis_1CN2_Red_D","EUC_Acacia_parramattensis_1CN2_D",81.52683,NA,1.41263,NA,0.017327179,0,0.008321517,NA,"DB",0.017327179
"SP4","Erythrospermum_candidum","KAK","KAK_Erythrospermum_candidum_2CN2_Blue","KAK_Erythrospermum_candidum_2CN2","B","KAK_Erythrospermum_candidum_2CN2_Blue_B","KAK_Erythrospermum_candidum_2CN2_B",707.598,NA,26.542,NA,0.037509999,0,0.008376582,NA,"DB",0.037509999
"SP8","Pittosporopsis_kerrii","BUB","BUB_Pittosporopsis_kerrii_5CN2_Blue","BUB_Pittosporopsis_kerrii_5CN2","D","BUB_Pittosporopsis_kerrii_5CN2_Blue_D","BUB_Pittosporopsis_kerrii_5CN2_D",771.34372,NA,7.90945,NA,0.010254119,0,0.008600027,NA,"DB",0.010254119
"SP6","Acer_palmatum","TOM","TOM_Acer_palmatum_1CN2_Blue","TOM_Acer_palmatum_1CN2","D","TOM_Acer_palmatum_1CN2_Blue_D","TOM_Acer_palmatum_1CN2_D",357.168,NA,5.339,NA,0.014948148,0,0.008627593,NA,"DB",0.014948148
"SP7","Endiandra_leptodendron","DRO","DRO_Endiandra_leptodendron_5CN2_White","DRO_Endiandra_leptodendron_5CN2","D","DRO_Endiandra_leptodendron_5CN2_White_D","DRO_Endiandra_leptodendron_5CN2_D",1339.17886,NA,105.08855,NA,0.078472378,0,0.008723369,NA,"DB",0.078472378
"SP3","Carpinus_cordata","TOM","TOM_Carpinus_cordata_2CN2_Blue","TOM_Carpinus_cordata_2CN2","D","TOM_Carpinus_cordata_2CN2_Blue_D","TOM_Carpinus_cordata_2CN2_D",252.559,NA,2.225,NA,0.008809823,0,0.008809823,NA,"DB",0.008809823
"SP5","Myristica_globosa","DRO","DRO_Myristica_globosa_1CN2_Blue","DRO_Myristica_globosa_1CN2","D","DRO_Myristica_globosa_1CN2_Blue_D","DRO_Myristica_globosa_1CN2_D",1302.534,NA,104.008,NA,0.079850507,0,0.008815062,NA,"DB",0.079850507
"SP6","Saprosma_ternata","BUB","BUB_Saprosma_ternata_2CN2_White","BUB_Saprosma_ternata_2CN2","D","BUB_Saprosma_ternata_2CN2_White_D","BUB_Saprosma_ternata_2CN2_D",1024.719,NA,12.243,NA,0.011947666,0,0.008852334,NA,"DB",0.011947666
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_Red","EUC_Eucalyptus_pruinosa_1CN2","B","EUC_Eucalyptus_pruinosa_1CN2_Red_B","EUC_Eucalyptus_pruinosa_1CN2_B",335.53013,NA,13.03698,NA,0.038854871,0,0.009008923,NA,"DB",0.038854871
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._4CN2_Blue","DRO_Dysoxylum_sp._4CN2","B","DRO_Dysoxylum_sp._4CN2_Blue_B","DRO_Dysoxylum_sp._4CN2_B",914.40083,NA,53.13234,NA,0.058106181,0,0.009013208,NA,"DB",0.058106181
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_2CN2_Blue","EUC_Eucalyptus_pruinosa_2CN2","D","EUC_Eucalyptus_pruinosa_2CN2_Blue_D","EUC_Eucalyptus_pruinosa_2CN2_D",212.82335,NA,3.87553,NA,0.018210079,0,0.009111808,NA,"DB",0.018210079
"SP2","Cleidion_brevipetiolatum","BUB","BUB_Cleidion_brevipetiolatum_5CN2_Red","BUB_Cleidion_brevipetiolatum_5CN2","D","BUB_Cleidion_brevipetiolatum_5CN2_Red_D","BUB_Cleidion_brevipetiolatum_5CN2_D",2124.686,NA,24.7,NA,0.011625247,0,0.009256172,NA,"DB",0.011625247
"SP8","Pittosporopsis_kerrii","BUB","BUB_Pittosporopsis_kerrii_2CN2_Red","BUB_Pittosporopsis_kerrii_2CN2","D","BUB_Pittosporopsis_kerrii_2CN2_Red_D","BUB_Pittosporopsis_kerrii_2CN2_D",1232.524,NA,13.904,NA,0.011280916,0,0.00945396,NA,"DB",0.011280916
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_Blue","EUC_Acacia_parramattensis_4CN2","B","EUC_Acacia_parramattensis_4CN2_Blue_B","EUC_Acacia_parramattensis_4CN2_B",190.5359,NA,7.32597,NA,0.03844929,0,0.009674544,NA,"DB",0.03844929
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_3CN2_Red","EUC_Eucalyptus_tereticornis_3CN2","B","EUC_Eucalyptus_tereticornis_3CN2_Red_B","EUC_Eucalyptus_tereticornis_3CN2_B",1191.259,NA,122.31692,NA,0.102678695,0,0.009768338,NA,"DB",0.102678695
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_White","EUC_Eucalyptus_pruinosa_1CN2","B","EUC_Eucalyptus_pruinosa_1CN2_White_B","EUC_Eucalyptus_pruinosa_1CN2_B",427.81551,NA,17.70204,NA,0.041377742,0,0.009918521,NA,"DB",0.041377742
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_4CN2_White","EUC_Breynia_oblingifolia_4CN2","D","EUC_Breynia_oblingifolia_4CN2_White_D","EUC_Breynia_oblingifolia_4CN2_D",117.65302,NA,2.26474,NA,0.019249315,0,0.010049775,NA,"DB",0.019249315
"SP6","Acer_palmatum","TOM","TOM_Acer_palmatum_5CN2_Blue","TOM_Acer_palmatum_5CN2","B","TOM_Acer_palmatum_5CN2_Blue_B","TOM_Acer_palmatum_5CN2_B",173.573,NA,1.746,NA,0.010059168,0,0.010059168,NA,"DB",0.010059168
"SP1","Pometia_pinnata","KAK","KAK_Pometia_pinnata_1CN2_White","KAK_Pometia_pinnata_1CN2","B","KAK_Pometia_pinnata_1CN2_White_B","KAK_Pometia_pinnata_1CN2_B",1015.86175,NA,98.15695,NA,0.096624319,0,0.010133657,NA,"DB",0.096624319
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_3CN2_Blue","EUC_Breynia_oblingifolia_3CN2","B","EUC_Breynia_oblingifolia_3CN2_Blue_B","EUC_Breynia_oblingifolia_3CN2_B",127.16619,NA,3.3258,NA,0.026153178,0,0.010177346,NA,"DB",0.026153178
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_1CN2_Blue","EUC_Eucalyptus_pruinosa_1CN2","B","EUC_Eucalyptus_pruinosa_1CN2_Blue_B","EUC_Eucalyptus_pruinosa_1CN2_B",406.16739,NA,15.44193,NA,0.038018636,0,0.010270683,NA,"DB",0.038018636
"SP4","Acer_mono","TOM","TOM_Acer_mono_3CN2_White","TOM_Acer_mono_3CN2","D","TOM_Acer_mono_3CN2_White_D","TOM_Acer_mono_3CN2_D",230.9215,NA,3.60557,NA,0.015613834,0,0.010326106,NA,"DB",0.015613834
"SP2","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_Blue","EUC_Acacia_parramattensis_3CN2","B","EUC_Acacia_parramattensis_3CN2_Blue_B","EUC_Acacia_parramattensis_3CN2_B",3.491,NA,0.14087,NA,0.040352335,0,0.010334777,NA,"DB",0.040352335
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._1CN2_Red","DRO_Dysoxylum_sp._1CN2","D","DRO_Dysoxylum_sp._1CN2_Red_D","DRO_Dysoxylum_sp._1CN2_D",789.275,NA,61.438,NA,0.077841057,0,0.010550358,NA,"DB",0.077841057
"SP4","Eucalyptus_tereticornis","EUC","EUC_Eucalyptus_tereticornis_5CN2_White","EUC_Eucalyptus_tereticornis_5CN2","B","EUC_Eucalyptus_tereticornis_5CN2_White_B","EUC_Eucalyptus_tereticornis_5CN2_B",820.003,NA,77.23672,NA,0.094190777,0,0.010675059,NA,"DB",0.094190777
"SP1","Pometia_pinnata","KAK","KAK_Pometia_pinnata_3CN2_White","KAK_Pometia_pinnata_3CN2","B","KAK_Pometia_pinnata_3CN2_White_B","KAK_Pometia_pinnata_3CN2_B",907.21678,NA,103.89483,NA,0.114520402,0,0.010776994,NA,"DB",0.114520402
"SP3","Carpinus_cordata","TOM","TOM_Carpinus_cordata_3CN2_Blue","TOM_Carpinus_cordata_3CN2","D","TOM_Carpinus_cordata_3CN2_Blue_D","TOM_Carpinus_cordata_3CN2_D",366.2245,NA,3.998,NA,0.010916801,0,0.010916801,NA,"DB",0.010916801
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._2CN2_White","DRO_Dysoxylum_sp._2CN2","D","DRO_Dysoxylum_sp._2CN2_White_D","DRO_Dysoxylum_sp._2CN2_D",844.496,NA,75.424,NA,0.089312442,0,0.010927244,NA,"DB",0.089312442
"SP2","Cleidion_brevipetiolatum","BUB","BUB_Cleidion_brevipetiolatum_5CN2_White","BUB_Cleidion_brevipetiolatum_5CN2","D","BUB_Cleidion_brevipetiolatum_5CN2_White_D","BUB_Cleidion_brevipetiolatum_5CN2_D",1549.687,NA,19.769,NA,0.01275677,0,0.011030873,NA,"DB",0.01275677
"SP1","Magnolia_kobus","TOM","TOM_Magnolia_kobus_5CN2_White","TOM_Magnolia_kobus_5CN2","B","TOM_Magnolia_kobus_5CN2_White_B","TOM_Magnolia_kobus_5CN2_B",336.004,NA,4.399,NA,0.013092106,0,0.011073082,NA,"DB",0.013092106
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_Blue","EUC_Acacia_parramattensis_3CN2","D","EUC_Acacia_parramattensis_3CN2_Blue_D","EUC_Acacia_parramattensis_3CN2_D",152.87394,NA,3.16774,NA,0.020721256,0,0.011223381,NA,"DB",0.020721256
"SP4","Erythrospermum_candidum","KAK","KAK_Erythrospermum_candidum_2CN2_Red","KAK_Erythrospermum_candidum_2CN2","B","KAK_Erythrospermum_candidum_2CN2_Red_B","KAK_Erythrospermum_candidum_2CN2_B",790.479,NA,116.557,NA,0.147451102,0,0.011280017,NA,"DB",0.147451102
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_5CN2_Red","EUC_Bursaria_spinosa_5CN2","D","EUC_Bursaria_spinosa_5CN2_Red_D","EUC_Bursaria_spinosa_5CN2_D",6.102,NA,0.149,NA,0.024418224,0,0.011336337,NA,"DB",0.024418224
"SP5","Garcinia_cowa","BUB","BUB_Garcinia_cowa_1CN2_Red","BUB_Garcinia_cowa_1CN2","D","BUB_Garcinia_cowa_1CN2_Red_D","BUB_Garcinia_cowa_1CN2_D",855.274,NA,11.91,NA,0.013925362,0,0.011378767,NA,"DB",0.013925362
"SP3","Carpinus_cordata","TOM","TOM_Carpinus_cordata_1CN2_Blue","TOM_Carpinus_cordata_1CN2","D","TOM_Carpinus_cordata_1CN2_Blue_D","TOM_Carpinus_cordata_1CN2_D",402.5935,NA,4.968,NA,0.012339991,0,0.012339991,NA,"DB",0.012339991
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_3CN2_Red","EUC_Acacia_parramattensis_3CN2","B","EUC_Acacia_parramattensis_3CN2_Red_B","EUC_Acacia_parramattensis_3CN2_B",123.48233,NA,4.89123,NA,0.039610769,0,0.012700803,NA,"DB",0.039610769
"SP5","Myristica_globosa","DRO","DRO_Myristica_globosa_2CN2_Red","DRO_Myristica_globosa_2CN2","D","DRO_Myristica_globosa_2CN2_Red_D","DRO_Myristica_globosa_2CN2_D",545.039,NA,44.45365,NA,0.081560494,0,0.013048667,NA,"DB",0.081560494
"SP3","Carpinus_cordata","TOM","TOM_Carpinus_cordata_4CN2_Blue","TOM_Carpinus_cordata_4CN2","D","TOM_Carpinus_cordata_4CN2_Blue_D","TOM_Carpinus_cordata_4CN2_D",222.372,NA,3.022,NA,0.01358984,0,0.01358984,NA,"DB",0.01358984
"SP4","Acer_mono","TOM","TOM_Acer_mono_2CN2_White","TOM_Acer_mono_2CN2","D","TOM_Acer_mono_2CN2_White_D","TOM_Acer_mono_2CN2_D",145.047,NA,2.009,NA,0.013850683,0,0.013850683,NA,"DB",0.013850683
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_5CN2_Blue","EUC_Acacia_parramattensis_5CN2","B","EUC_Acacia_parramattensis_5CN2_Blue_B","EUC_Acacia_parramattensis_5CN2_B",313.67484,NA,13.92892,NA,0.044405602,0,0.013976268,NA,"DB",0.044405602
"SP6","Acer_palmatum","TOM","TOM_Acer_palmatum_3CN2_Blue","TOM_Acer_palmatum_3CN2","D","TOM_Acer_palmatum_3CN2_Blue_D","TOM_Acer_palmatum_3CN2_D",112.0975,NA,1.586,NA,0.014148398,0,0.014148398,NA,"DB",0.014148398
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_4CN2_Red","EUC_Eucalyptus_pruinosa_4CN2","D","EUC_Eucalyptus_pruinosa_4CN2_Red_D","EUC_Eucalyptus_pruinosa_4CN2_D",383.32787,NA,12.4061,NA,0.0323642,0,0.014281238,NA,"DB",0.0323642
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_5CN2_Red","EUC_Breynia_oblingifolia_5CN2","D","EUC_Breynia_oblingifolia_5CN2_Red_D","EUC_Breynia_oblingifolia_5CN2_D",97.04057,NA,2.88941,NA,0.029775279,0,0.014292891,NA,"DB",0.029775279
"SP3","Orophea_laui","BUB","BUB_Orophea_laui_3CN2_Blue","BUB_Orophea_laui_3CN2","D","BUB_Orophea_laui_3CN2_Blue_D","BUB_Orophea_laui_3CN2_D",570.96,NA,10.162,NA,0.017798094,0,0.014978749,NA,"DB",0.017798094
"SP8","Argyrodendron_peralatum","DRO","DRO_Argyrodendron_peralatum_1CN2_White","DRO_Argyrodendron_peralatum_1CN2","D","DRO_Argyrodendron_peralatum_1CN2_White_D","DRO_Argyrodendron_peralatum_1CN2_D",791.176,NA,56.14,NA,0.070957663,0,0.014988489,NA,"DB",0.070957663
"SP4","Acer_mono","TOM","TOM_Acer_mono_4CN2_White","TOM_Acer_mono_4CN2","B","TOM_Acer_mono_4CN2_White_B","TOM_Acer_mono_4CN2_B",343.754,NA,5.372,NA,0.015627455,0,0.015627455,NA,"DB",0.015627455
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_1CN2_Blue","EUC_Breynia_oblingifolia_1CN2","B","EUC_Breynia_oblingifolia_1CN2_Blue_B","EUC_Breynia_oblingifolia_1CN2_B",96.38539,NA,3.2955,NA,0.034190866,0,0.0157342,NA,"DB",0.034190866
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_1CN2_White","EUC_Acacia_parramattensis_1CN2","B","EUC_Acacia_parramattensis_1CN2_White_B","EUC_Acacia_parramattensis_1CN2_B",140.88221,NA,5.79998,NA,0.041169002,0,0.015779483,NA,"DB",0.041169002
"SP8","Pittosporopsis_kerrii","BUB","BUB_Pittosporopsis_kerrii_3CN2_Blue","BUB_Pittosporopsis_kerrii_3CN2","D","BUB_Pittosporopsis_kerrii_3CN2_Blue_D","BUB_Pittosporopsis_kerrii_3CN2_D",1361.44054,NA,28.77126,NA,0.021132954,0,0.016144197,NA,"DB",0.021132954
"SP5","Prunus_ssiori","TOM","TOM_Prunus_ssiori_4CN2_Red","TOM_Prunus_ssiori_4CN2","D","TOM_Prunus_ssiori_4CN2_Red_D","TOM_Prunus_ssiori_4CN2_D",240.2745,NA,7.362,NA,0.030639956,0,0.016304061,NA,"DB",0.030639956
"SP6","Breynia_oblingifolia","EUC","EUC_Breynia_oblingifolia_1CN2_Red","EUC_Breynia_oblingifolia_1CN2","D","EUC_Breynia_oblingifolia_1CN2_Red_D","EUC_Breynia_oblingifolia_1CN2_D",85.11807,NA,2.90105,NA,0.034082657,0,0.016342087,NA,"DB",0.034082657
"SP7","Fraxinus_lanuginosa","TOM","TOM_Fraxinus_lanuginosa_4CN2_Red","TOM_Fraxinus_lanuginosa_4CN2","B","TOM_Fraxinus_lanuginosa_4CN2_Red_B","TOM_Fraxinus_lanuginosa_4CN2_B",109.498,NA,1.797,NA,0.016411259,0,0.016411259,NA,"DB",0.016411259
"SP1","Magnolia_kobus","TOM","TOM_Magnolia_kobus_1CN2_Red","TOM_Magnolia_kobus_1CN2","B","TOM_Magnolia_kobus_1CN2_Red_B","TOM_Magnolia_kobus_1CN2_B",462.149,NA,8.721,NA,0.018870537,0,0.016835371,NA,"DB",0.018870537
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._3CN2_Red","DRO_Dysoxylum_sp._3CN2","D","DRO_Dysoxylum_sp._3CN2_Red_D","DRO_Dysoxylum_sp._3CN2_D",1132.63,NA,70.253,NA,0.062026434,0,0.017568977,NA,"DB",0.062026434
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_2CN2_Red","EUC_Eucalyptus_pruinosa_2CN2","B","EUC_Eucalyptus_pruinosa_2CN2_Red_B","EUC_Eucalyptus_pruinosa_2CN2_B",209.48977,NA,8.13132,NA,0.038814879,0,0.017667789,NA,"DB",0.038814879
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_2CN2_White","EUC_Acacia_parramattensis_2CN2","B","EUC_Acacia_parramattensis_2CN2_White_B","EUC_Acacia_parramattensis_2CN2_B",53.44098,NA,2.12819,NA,0.039823184,0,0.01776555,NA,"DB",0.039823184
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_4CN2_White","EUC_Eucalyptus_pruinosa_4CN2","D","EUC_Eucalyptus_pruinosa_4CN2_White_D","EUC_Eucalyptus_pruinosa_4CN2_D",582.12503,NA,21.66816,NA,0.037222519,0,0.017784607,NA,"DB",0.037222519
"SP4","Acer_mono","TOM","TOM_Acer_mono_2CN2_Blue","TOM_Acer_mono_2CN2","B","TOM_Acer_mono_2CN2_Blue_B","TOM_Acer_mono_2CN2_B",263.72,NA,4.719,NA,0.017893978,0,0.017893978,NA,"DB",0.017893978
"SP5","Myristica_globosa","DRO","DRO_Myristica_globosa_4CN2_Blue","DRO_Myristica_globosa_4CN2","D","DRO_Myristica_globosa_4CN2_Blue_D","DRO_Myristica_globosa_4CN2_D",764.497,NA,63.0664,NA,0.08249398,0,0.017928558,NA,"DB",0.08249398
"SP3","Carpinus_cordata","TOM","TOM_Carpinus_cordata_1CN2_White","TOM_Carpinus_cordata_1CN2","D","TOM_Carpinus_cordata_1CN2_White_D","TOM_Carpinus_cordata_1CN2_D",252.777,NA,4.538,NA,0.017952583,0,0.017952583,NA,"DB",0.017952583
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_4CN2_Blue","EUC_Eucalyptus_pruinosa_4CN2","B","EUC_Eucalyptus_pruinosa_4CN2_Blue_B","EUC_Eucalyptus_pruinosa_4CN2_B",104.64054,NA,4.70024,NA,0.044917964,0,0.018040129,NA,"DB",0.044917964
"SP7","Endiandra_leptodendron","DRO","DRO_Endiandra_leptodendron_2CN2_Blue","DRO_Endiandra_leptodendron_2CN2","D","DRO_Endiandra_leptodendron_2CN2_Blue_D","DRO_Endiandra_leptodendron_2CN2_D",1410.263,NA,116.874,NA,0.082873904,0,0.018056569,NA,"DB",0.082873904
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._4CN2_White","DRO_Dysoxylum_sp._4CN2","D","DRO_Dysoxylum_sp._4CN2_White_D","DRO_Dysoxylum_sp._4CN2_D",1019.535,NA,93.745,NA,0.091948781,0,0.018120759,NA,"DB",0.091948781
"SP2","Dysoxylum_sp.","DRO","DRO_Dysoxylum_sp._1CN2_Blue","DRO_Dysoxylum_sp._1CN2","B","DRO_Dysoxylum_sp._1CN2_Blue_B","DRO_Dysoxylum_sp._1CN2_B",1086.41692,NA,69.98206,NA,0.064415473,0,0.018194109,NA,"DB",0.064415473
"SP6","Saprosma_ternata","BUB","BUB_Saprosma_ternata_5CN2_Blue","BUB_Saprosma_ternata_5CN2","D","BUB_Saprosma_ternata_5CN2_Blue_D","BUB_Saprosma_ternata_5CN2_D",1405.6239,NA,32.76269,NA,0.02330829,0,0.018339873,NA,"DB",0.02330829
"SP6","Acer_palmatum","TOM","TOM_Acer_palmatum_3CN2_White","TOM_Acer_palmatum_3CN2","D","TOM_Acer_palmatum_3CN2_White_D","TOM_Acer_palmatum_3CN2_D",179.109,NA,4.139,NA,0.023108833,0,0.018484833,NA,"DB",0.023108833
"SP1","Magnolia_kobus","TOM","TOM_Magnolia_kobus_1CN2_White","TOM_Magnolia_kobus_1CN2","B","TOM_Magnolia_kobus_1CN2_White_B","TOM_Magnolia_kobus_1CN2_B",369.549,NA,6.865,NA,0.018576698,0,0.018576698,NA,"DB",0.018576698
"SP7","Eucalyptus_pruinosa","EUC","EUC_Eucalyptus_pruinosa_3CN2_Blue","EUC_Eucalyptus_pruinosa_3CN2","D","EUC_Eucalyptus_pruinosa_3CN2_Blue_D","EUC_Eucalyptus_pruinosa_3CN2_D",155.53902,NA,4.25765,NA,0.027373517,0,0.018667393,NA,"DB",0.027373517
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_2CN2_Blue","EUC_Acacia_parramattensis_2CN2","B","EUC_Acacia_parramattensis_2CN2_Blue_B","EUC_Acacia_parramattensis_2CN2_B",81.90685,NA,3.06882,NA,0.037467196,0,0.018686511,NA,"DB",0.037467196
"SP4","Acer_platanoides","LAK","LAK_Acer_platanoides_2CN2_Blue","LAK_Acer_platanoides_2CN2","B","LAK_Acer_platanoides_2CN2_Blue_B","LAK_Acer_platanoides_2CN2_B",900.12725,NA,19.19188,NA,0.021321297,0,0.018917225,NA,"DB",0.021321297
"SP1","Bursaria_spinosa","EUC","EUC_Bursaria_spinosa_3CN2_Red","EUC_Bursaria_spinosa_3CN2","D","EUC_Bursaria_spinosa_3CN2_Red_D","EUC_Bursaria_spinosa_3CN2_D",1.763,NA,0.055,NA,0.031196824,0,0.018933929,NA,"DB",0.031196824
"SP3","Cleistanthus _myrianthus","DRO","DRO_Cleistanthus _myrianthus_4CN2_White","DRO_Cleistanthus _myrianthus_4CN2","D","DRO_Cleistanthus _myrianthus_4CN2_White_D","DRO_Cleistanthus _myrianthus_4CN2_D",1434.369,NA,97.26144,NA,0.067807824,0,0.019010002,NA,"DB",0.067807824
"SP1","Magnolia_kobus","TOM","TOM_Magnolia_kobus_5CN2_Red","TOM_Magnolia_kobus_5CN2","B","TOM_Magnolia_kobus_5CN2_Red_B","TOM_Magnolia_kobus_5CN2_B",383.951,NA,7.3308,NA,0.019093061,0,0.019093061,NA,"DB",0.019093061
"SP5","Acacia_parramattensis","EUC","EUC_Acacia_parramattensis_4CN2_White","EUC_Acacia_parramattensis_4CN2","B","EUC_Acacia_parramattensis_4CN2_White_B","EUC_Acacia_parramattensis_4CN2_B",141.18328,NA,5.63498,NA,0.039912517,0,0.019150634,NA,"DB",0.039912517
"SP2","Syringa_reticulata","TOM","TOM_Syringa_reticulata_4CN2_White","TOM_Syringa_reticulata_4CN2","B","TOM_Syringa_reticulata_4CN2_White_B","TOM_Syringa_reticulata_4CN2_B",159.001,NA,3.067,NA,0.019289187,0,0.019289187,NA,"DB",0.019289187
